#time, unixtime, spillnum, POT
2026/01/22/21:41, 1769085689, 2729523, 233585543685163.8
2026/01/22/21:41, 1769085691, 2729524, 234450476772656.8
2026/01/22/21:41, 1769085692, 2729525, 234003124277962.9
2026/01/22/21:41, 1769085693, 2729526, 234075180536189.4
2026/01/22/21:41, 1769085694, 2729527, 234808010483597.1
2026/01/22/21:41, 1769085696, 2729528, 234675352667697
2026/01/22/21:41, 1769085697, 2729529, 233629143784129.4
2026/01/22/21:41, 1769085698, 2729530, 234288885518302.2
2026/01/22/21:41, 1769085700, 2729531, 233893543555861.4
2026/01/22/21:41, 1769085701, 2729532, 234326139093985
2026/01/22/21:41, 1769085702, 2729533, 234207554564463.4
2026/01/22/21:41, 1769085703, 2729534, 233844615989186.2
2026/01/22/21:41, 1769085705, 2729535, 234350660924790.8
2026/01/22/21:41, 1769085706, 2729536, 234398788726338.9
2026/01/22/21:41, 1769085707, 2729537, 234261216224726.7
2026/01/22/21:41, 1769085709, 2729538, 234082442919537.9
2026/01/22/21:41, 1769085710, 2729539, 234886400365667.5
2026/01/22/21:41, 1769085711, 2729540, 234412604023969.1
2026/01/22/21:41, 1769085712, 2729541, 234128584207701.4
2026/01/22/21:41, 1769085714, 2729542, 232958734215091.7
2026/01/22/21:41, 1769085715, 2729543, 235565104273058.6
2026/01/22/21:41, 1769085716, 2729544, 234202884968068.2
2026/01/22/21:41, 1769085717, 2729545, 234361006273716.2
2026/01/22/21:41, 1769085719, 2729546, 234186205995298.9
2026/01/22/21:42, 1769085720, 2729547, 234756064448530.8
2026/01/22/21:42, 1769085721, 2729548, 234695604784671.6
2026/01/22/21:42, 1769085723, 2729549, 234822741641292.8
2026/01/22/21:42, 1769085724, 2729550, 232856828658342.1
2026/01/22/21:42, 1769085725, 2729551, 234315935638870.1
2026/01/22/21:42, 1769085726, 2729552, 234304713128190.2
2026/01/22/21:42, 1769085728, 2729553, 234496540664195.1
2026/01/22/21:42, 1769085729, 2729554, 233580022725887.1
2026/01/22/21:42, 1769085730, 2729555, 233777538913855.6
2026/01/22/21:42, 1769085732, 2729556, 234198099276730.3
2026/01/22/21:42, 1769085733, 2729557, 234677893856897.5
2026/01/22/21:42, 1769085734, 2729558, 234474147240585.7
2026/01/22/21:42, 1769085735, 2729559, 233095248962823.8
2026/01/22/21:42, 1769085737, 2729560, 235514770667687.1
2026/01/22/21:42, 1769085738, 2729561, 234702970363519.9
2026/01/22/21:42, 1769085739, 2729562, 235034034428579.2
2026/01/22/21:42, 1769085741, 2729563, 233974977705199.7
2026/01/22/21:42, 1769085742, 2729564, 234429540985489.7
2026/01/22/21:42, 1769085743, 2729565, 234254843902571.8
2026/01/22/21:42, 1769085744, 2729566, 234730355869466.4
2026/01/22/21:42, 1769085746, 2729567, 233643887841263.1
2026/01/22/21:42, 1769085747, 2729568, 234802050943443.2
2026/01/22/21:42, 1769085748, 2729569, 234555555591047.6
2026/01/22/21:42, 1769085749, 2729570, 234822290160980.1
2026/01/22/21:42, 1769085751, 2729571, 234439280060851.8
2026/01/22/21:42, 1769085752, 2729572, 234942383924694.3
2026/01/22/21:42, 1769085753, 2729573, 233150058673029
2026/01/22/21:42, 1769085755, 2729574, 234859904920913.5
2026/01/22/21:42, 1769085756, 2729575, 234817646363456.9
2026/01/22/21:42, 1769085757, 2729576, 234495753798504.4
2026/01/22/21:42, 1769085758, 2729577, 234638021695389.5
2026/01/22/21:42, 1769085760, 2729578, 234366024154930.4
2026/01/22/21:42, 1769085761, 2729579, 233668848252948
2026/01/22/21:42, 1769085762, 2729580, 233788838821162.9
2026/01/22/21:42, 1769085764, 2729581, 234334356035711.2
2026/01/22/21:42, 1769085765, 2729582, 233978989430280.7
2026/01/22/21:42, 1769085766, 2729583, 234800528809809.5
2026/01/22/21:42, 1769085767, 2729584, 233536048543233.4
2026/01/22/21:42, 1769085769, 2729585, 234551298776651.2
2026/01/22/21:42, 1769085770, 2729586, 234467336337549.9
2026/01/22/21:42, 1769085771, 2729587, 234137884702186.5
2026/01/22/21:42, 1769085773, 2729588, 234301320576111.2
2026/01/22/21:42, 1769085774, 2729589, 234652417467709.5
2026/01/22/21:42, 1769085775, 2729590, 234887225929674.1
2026/01/22/21:42, 1769085776, 2729591, 234456694301562.6
2026/01/22/21:42, 1769085778, 2729592, 235273138403253.7
2026/01/22/21:42, 1769085779, 2729593, 233688687587921.4
2026/01/22/21:43, 1769085780, 2729594, 234539044310966.3
2026/01/22/21:43, 1769085781, 2729595, 234243711687953.8
2026/01/22/21:43, 1769085783, 2729596, 234196538444786.2
2026/01/22/21:43, 1769085784, 2729597, 234096490407044.4
2026/01/22/21:43, 1769085785, 2729598, 233685630421216.7
2026/01/22/21:43, 1769085787, 2729599, 234321611391399.6
2026/01/22/21:43, 1769085788, 2729600, 233827537133851.1
2026/01/22/21:43, 1769085789, 2729601, 234415351604171.4
2026/01/22/21:43, 1769085790, 2729602, 232606334480299.4
2026/01/22/21:43, 1769085792, 2729603, 234421994814517.2
2026/01/22/21:43, 1769085793, 2729604, 234000247703386.1
2026/01/22/21:43, 1769085794, 2729605, 234342082798812.8
2026/01/22/21:43, 1769085796, 2729606, 233843364743742.1
2026/01/22/21:43, 1769085797, 2729607, 234179911069765.6
2026/01/22/21:43, 1769085798, 2729608, 234443330484245
2026/01/22/21:43, 1769085799, 2729609, 234326048797920.1
2026/01/22/21:43, 1769085801, 2729610, 234370796946827.9
2026/01/22/21:43, 1769085802, 2729611, 233244805041932.8
2026/01/22/21:43, 1769085803, 2729612, 234702880067455
2026/01/22/21:43, 1769085805, 2729613, 234220608795279
2026/01/22/21:43, 1769085806, 2729614, 234271251987152.4
2026/01/22/21:43, 1769085807, 2729615, 234449393219901.8
2026/01/22/21:43, 1769085808, 2729616, 233890396093096.2
2026/01/22/21:43, 1769085810, 2729617, 234211592088422.2
2026/01/22/21:43, 1769085811, 2729618, 234273174003348.2
2026/01/22/21:43, 1769085812, 2729619, 234147636676984.8
2026/01/22/21:43, 1769085813, 2729620, 234574878948515.2
2026/01/22/21:43, 1769085815, 2729621, 232627218669716.8
2026/01/22/21:43, 1769085816, 2729622, 233369052424542
2026/01/22/21:43, 1769085817, 2729623, 233915795085659.9
2026/01/22/21:43, 1769085819, 2729624, 234632655529362.1
2026/01/22/21:43, 1769085820, 2729625, 234099599171497.5
2026/01/22/21:43, 1769085821, 2729626, 234237120075359.9
2026/01/22/21:43, 1769085822, 2729627, 234568751715674.4
2026/01/22/21:43, 1769085824, 2729628, 234598704209696.5
2026/01/22/21:43, 1769085825, 2729629, 234646470826992.3
2026/01/22/21:43, 1769085826, 2729630, 233847453865447.6
2026/01/22/21:43, 1769085828, 2729631, 233749740625905.9
2026/01/22/21:43, 1769085829, 2729632, 233968463489230.2
2026/01/22/21:43, 1769085830, 2729633, 234498449780954
2026/01/22/21:43, 1769085831, 2729634, 233937982118268.2
2026/01/22/21:43, 1769085833, 2729635, 234085113103115.6
2026/01/22/21:43, 1769085834, 2729636, 234137046238744.4
2026/01/22/21:43, 1769085835, 2729637, 233897581079820.2
2026/01/22/21:43, 1769085837, 2729638, 234119619098596.1
2026/01/22/21:43, 1769085838, 2729639, 234067427974216
2026/01/22/21:43, 1769085839, 2729640, 233853697193228.3
2026/01/22/21:44, 1769085840, 2729641, 234475914463529.7
2026/01/22/21:44, 1769085842, 2729642, 234465543315731.1
2026/01/22/21:44, 1769085843, 2729643, 234281003961950.6
2026/01/22/21:44, 1769085844, 2729644, 234291762092878.7
2026/01/22/21:44, 1769085845, 2729645, 233679464490063.4
2026/01/22/21:44, 1769085847, 2729646, 234298921280724.5
2026/01/22/21:44, 1769085848, 2729647, 233893543555861.4
2026/01/22/21:44, 1769085849, 2729648, 232741610882027.7
2026/01/22/21:44, 1769085851, 2729649, 233940420111966.6
2026/01/22/21:44, 1769085852, 2729650, 234307318814578
2026/01/22/21:44, 1769085853, 2729651, 234378085129051.2
2026/01/22/21:44, 1769085854, 2729652, 234091640218522.5
2026/01/22/21:44, 1769085856, 2729653, 233745238722197.1
2026/01/22/21:44, 1769085857, 2729654, 233507218300281.4
2026/01/22/21:44, 1769085858, 2729655, 233670808967459
2026/01/22/21:44, 1769085860, 2729656, 233794527473125.9
2026/01/22/21:44, 1769085861, 2729657, 233834489930698.2
2026/01/22/21:44, 1769085862, 2729658, 233779409332301.8
2026/01/22/21:44, 1769085863, 2729659, 234490697218977.9
2026/01/22/21:44, 1769085865, 2729660, 233867976870611.8
2026/01/22/21:44, 1769085866, 2729661, 234262764157234.5
2026/01/22/21:44, 1769085867, 2729662, 233304426242347.3
2026/01/22/21:44, 1769085869, 2729663, 233247707415383.6
2026/01/22/21:44, 1769085870, 2729664, 233970372605988.5
2026/01/22/21:44, 1769085871, 2729665, 234824508864239.4
2026/01/22/21:44, 1769085872, 2729666, 233634174564777
2026/01/22/21:44, 1769085874, 2729667, 234494592849122.1
2026/01/22/21:44, 1769085875, 2729668, 234089176425946.3
2026/01/22/21:44, 1769085876, 2729669, 234319379788701.6
2026/01/22/21:44, 1769085877, 2729670, 234135794993300.1
2026/01/22/21:44, 1769085879, 2729671, 234173358155483.8
2026/01/22/21:44, 1769085880, 2729672, 233727437498359.7
2026/01/22/21:44, 1769085881, 2729673, 234124998164061
2026/01/22/21:44, 1769085883, 2729674, 233948482260443.7
2026/01/22/21:44, 1769085884, 2729675, 234257243197957.1
2026/01/22/21:44, 1769085885, 2729676, 234109751028859.8
2026/01/22/21:44, 1769085886, 2729677, 234099547573748.5
2026/01/22/21:44, 1769085888, 2729678, 233927133691276.4
2026/01/22/21:44, 1769085889, 2729679, 234226336145558.2
2026/01/22/21:44, 1769085890, 2729680, 233717079249996.7
2026/01/22/21:44, 1769085892, 2729681, 234227858279188.2
2026/01/22/21:44, 1769085893, 2729682, 234672205204931.6
2026/01/22/21:44, 1769085894, 2729683, 234140038908259.9
2026/01/22/21:44, 1769085895, 2729684, 233563098663804
2026/01/22/21:44, 1769085897, 2729685, 234290691439561.3
2026/01/22/21:44, 1769085898, 2729686, 233996674559180.2
2026/01/22/21:44, 1769085899, 2729687, 233647061102902.6
2026/01/22/21:45, 1769085901, 2729688, 234420446882010.2
2026/01/22/21:45, 1769085902, 2729689, 234006723221042
2026/01/22/21:45, 1769085903, 2729690, 234099999054063.2
2026/01/22/21:45, 1769085904, 2729691, 234145998448412.2
2026/01/22/21:45, 1769085906, 2729692, 233961394597446
2026/01/22/21:45, 1769085907, 2729693, 233351186703515.7
2026/01/22/21:45, 1769085908, 2729694, 233973068588441.2
2026/01/22/21:45, 1769085909, 2729695, 234093665430217.7
2026/01/22/21:45, 1769085911, 2729696, 233999060955129
2026/01/22/21:45, 1769085912, 2729697, 233852291154535
2026/01/22/21:45, 1769085913, 2729698, 234202394789439.9
2026/01/22/21:45, 1769085915, 2729699, 233619185418331
2026/01/22/21:45, 1769085916, 2729700, 234073632603684.4
2026/01/22/21:45, 1769085917, 2729701, 234283648346651.8
2026/01/22/21:45, 1769085918, 2729702, 233835573483453.6
2026/01/22/21:45, 1769085920, 2729703, 233613535464677.7
2026/01/22/21:45, 1769085921, 2729704, 234126055917941
2026/01/22/21:45, 1769085922, 2729705, 233728856436492.3
2026/01/22/21:45, 1769085924, 2729706, 233892214913792.7
2026/01/22/21:45, 1769085925, 2729707, 233894162728866.3
2026/01/22/21:45, 1769085926, 2729708, 234108435286228.5
2026/01/22/21:45, 1769085927, 2729709, 233406293100784.5
2026/01/22/21:45, 1769085929, 2729710, 233569883767962.1
2026/01/22/21:45, 1769085930, 2729711, 233841816811234.3
2026/01/22/21:45, 1769085931, 2729712, 234104242969020.7
2026/01/22/21:45, 1769085933, 2729713, 234143960337276.8
2026/01/22/21:45, 1769085934, 2729714, 234563372650209.5
2026/01/22/21:45, 1769085935, 2729715, 234470935280630.2
2026/01/22/21:45, 1769085936, 2729716, 234799806441305.3
2026/01/22/21:45, 1769085938, 2729717, 233568967907896.8
2026/01/22/21:45, 1769085939, 2729718, 232837247312121.6
2026/01/22/21:45, 1769085940, 2729719, 232522268845701.6
2026/01/22/21:45, 1769085941, 2729720, 233665146114368
2026/01/22/21:45, 1769085943, 2729721, 233418418572095.3
2026/01/22/21:45, 1769085944, 2729722, 233662579126292.5
2026/01/22/21:45, 1769085945, 2729723, 233984458791807.5
2026/01/22/21:45, 1769085947, 2729724, 233283206667557
2026/01/22/21:45, 1769085948, 2729725, 233688145811542.5
2026/01/22/21:45, 1769085949, 2729726, 233897606878695
2026/01/22/21:45, 1769085950, 2729727, 235631704069198.2
2026/01/22/21:45, 1769085952, 2729728, 234709445881177
2026/01/22/21:45, 1769085953, 2729729, 234794259683153.9
2026/01/22/21:45, 1769085954, 2729730, 234488465616278.4
