#time pot_increment
1764407144 49817098992346.56
1764407145 49811500636444.02
1764407147 49796627584933.91
1764407148 49906982273287.12
1764407149 49864220637765.19
1764407151 50004321429139.93
1764407152 49708795314565.41
1764407153 49978006576510.42
1764407155 49930343154714.27
1764407156 49904363687461.93
1764407157 50075126441924.24
1764407159 49986739495740.83
1764407160 49927053798135.77
1764407161 49967596730397.23
1764407163 50008307355346.67
1764407164 50066522517069.57
1764407166 50060201792663.59
1764407167 49758471048621.8
1764407168 49826193095828.61
1764407170 49923893435932.9
1764407171 49993692292587.75
1764407172 49917327622213.11
1764407174 50096668502654.93
1764407175 49897784974304.98
1764407176 49961456598117.2
1764407178 49819407991670.59
1764407179 49915637795892.09
1764407181 50054229353071.87
1764407182 49871121836861.4
1764407183 49941746257520.53
1764407185 49803438487967.27
1764407186 49860828085686.2
1764407187 49712523252021.05
1764407189 49891232060022.8
1764407190 49848780011002.2
1764407191 49985230261546.3
1764407193 50069669979834.86
1764407194 49721991439192.69
1764407195 49744281667301.95
1764407197 49847580363308.56
1764407198 49955638951775.84
1764407200 49853230316961.02
1764407201 49811887619571.23
1764407202 49860673292435.17
1764407204 49945977273040.94
1764407205 49897385091740.24
1764407206 49899629593876.02
1764407208 50075113542486.84
1764407209 49932716651226.2
1764407210 49740618227033.95
1764407212 49652050688724.69
1764407213 49784721404062.69
1764407215 49901706403324.05
1764407216 49878539013460.56
1764407217 49900222968004.43
1764407219 49932432863599.64
1764407220 49976781129941.96
1764407221 49844794084795.08
1764407223 49778981154347.35
1764407224 49821704091556.59
1764407225 49979619006206.25
1764407227 49786269336570.39
1764407228 49768145626794.27
1764407229 49756136250422.66
1764407231 49971582656604.39
1764407232 49973827158740.17
1764407234 49875907528197.45
1764407235 49761192829947.23
1764407236 49798446405630.19
1764407238 49712484553708.88
1764407239 49724739019393.53
1764407240 49915212114452.56
1764407242 49845916335862.67
1764407243 49887026843377.2
1764407244 49941926849646.28
1764407246 49690994090728.11
1764407247 49728789442788.86
1764407249 49864517324829.12
1764407250 49976368347939.88
1764407251 49909871747301.4
1764407253 49832294529795.95
1764407254 49665504802102.98
1764407255 49625361752406.66
1764407257 49993485901586.34
1764407258 49953162259763.95
1764407259 49880706118970.86
1764407261 49896146745734.44
1764407262 49702861573286.67
1764407263 49922332603987.8
1764407265 49938469800379.5
1764407266 49972962896423.19
1764407268 49967261345020.73
1764407269 49738438222086.14
1764407270 50056899536647.73
1764407272 49997652419919.58
1764407273 49929749780586.44
1764407274 50046115606844.62
1764407276 49850972915387.55
1764407277 50101970171493.5
1764407278 49875443148445.2
1764407280 50096307318403.08
1764407281 49950479176750.43
1764407283 49834706724620.59
1764407284 49946660943232.17
1764407285 49881002806034.84
1764407287 49933232628728.75
1764407288 49888639273072.44
1764407289 49748396587884.86
1764407291 50116598133690.19
1764407292 50001806038815
1764407293 49830875591664.41
1764407295 49738425322648.48
1764407296 49862427615943.73
1764407297 49898030063618.22
1764407299 49884511453052.34
1764407300 49871057339673.88
1764407302 49931542802407.91
1764407303 49935309438176.02
1764407304 49975387990685.23
1764407306 49930794635029.11
1764407307 49967777322523.02
1764407308 49942507324336.73
1764407310 49987371568181.41
1764407311 49938237610502.97
1764407312 49849412083442.77
1764407314 49880796415033.77
1764407315 49873134149121.53
1764407317 49836241757690.31
1764407318 49868529049911.53
1764407319 49868774139224.78
1764407321 50001535150625.84
1764407322 49839647209207.36
1764407323 49948350769552.92
1764407325 49926628116696.27
1764407326 49965197435010.07
1764407327 49948079881363.72
1764407329 49904969961027.73
1764407330 49966500278204.3
1764407331 49899771487689.69
1764407333 49899449001750.29
1764407334 49919327035035.28
1764407336 49938031219501.96
1764407337 49974252840179.67
1764407338 49962927133999.41
1764407340 50008010668282.6
1764407341 49896159645171.84
1764407342 49917701705902.7
1764407344 49832617015735.22
1764407345 49875662438883.63
1764407346 49967390339396.22
1764407348 49948002484738.74
1764407349 49919636621537.17
1764407351 49831056183790.23
1764407352 49925996044255.7
1764407353 49974872013182.84
1764407355 50004424624640.19
1764407356 49956013035465.55
1764407357 49952891371575.11
1764407359 49786024247256.55
1764407360 49792319172787.5
1764407361 49675759854966.18
1764407363 50000103313056.38
1764407364 50001264262437.32
1764407365 50033422560282.4
1764407367 49973749762114.69
1764407368 49863975548451.38
1764407370 50005043797643.04
1764407371 49937682934687.95
1764407372 50038040558930.18
1764407374 49644981796939.92
1764407375 49607818517320.31
1764407376 49781057963794.75
1764407378 49895553371606.22
1764407379 49940972291266.39
1764407380 49997678218794.33
1764407382 49839324723268.31
1764407383 49913560986444.64
1764407385 49871328227862.47
1764407386 49919378632785.67
1764407387 49835622584687.73
1764407389 49877842443831.91
1764407390 49764533784276.38
1764407391 49853952685465.01
1764407393 49961495296429.94
1764407394 49942894307463.51
1764407395 49895824259795.19
1764407397 49939772643573.33
1764407398 49955664750651.22
1764407399 49920565381041.66
1764407401 49837828388510.77
1764407402 49849463681192.92
1764407404 49946286859542.77
1764407405 49842872068598
1764407406 49974820415432.73
1764407408 49875830131571.96
1764407409 49966203591140.15
1764407410 49931104221530.43
1764407412 49904518480712.91
1764407413 49889297144388.33
1764407414 49864775313580.54
1764407416 49505022899378.73
1764407417 49673928134831.96
1764407419 49783044477179.75
1764407420 49922964676428.41
1764407421 49965674714200.19
1764407423 49788720229707.73
1764407424 49895604969356.41
1764407425 49814054725081.52
1764407427 49859602639117.47
1764407428 49815989640715.98
1764407429 49829972631034.91
1764407431 49885130626055.12
1764407432 49716754267541.91
1764407433 49848212435749.12
1764407435 49875417349570.03
1764407436 49880448130219.7
1764407438 49911471277559.2
1764407439 49691445571043
1764407440 49769745157051.9
1764407442 50020407027781.3
1764407443 49851282501889.16
1764407444 49983708127913.64
1764407446 49846690302116.81
1764407447 49902428771827.81
1764407448 49816737808094.74
1764407450 49844935978608.04
1764407451 49973943253678.36
1764407453 49667994393552.78
1764407454 49943990759656.45
1764407455 49900055275316.09
1764407457 50028752963884.57
1764407458 49870360770045.23
1764407459 49900738945506.83
1764407461 49795260244551.94
1764407462 49855203930908.23
1764407463 49874449891752.65
1764407465 50027966098193.02
1764407466 49800613511140.49
1764407467 49824051789193.08
1764407469 49963069027812.41
1764407470 49824825755447.02
1764407472 50011893398989.45
1764407473 49881867068351.81
1764407474 49831972043857.23
1764407476 49830449910224.34
1764407477 49852753037771.38
1764407478 49925351072377.2
1764407480 49911922757874.09
1764407481 49934741862923.52
1764407482 49876565399513.38
1764407484 50057892793339.72
1764407485 49905614932905.72
1764407487 49885388614806.66
1764407488 49860737789623.03
1764407489 49895411477793.03
1764407491 49882305649228.72
1764407492 49766184912284.3
1764407493 49948995741430.8
1764407495 49969105964592.19
1764407496 49827173453083.25
1764407497 49865020402894.09
1764407499 49795492434428.34
1764407500 49853359311337.18
1764407501 49932045880472.8
1764407503 49985217362108.52
1764407504 49833648970740.52
1764407506 49669103745183.22
1764407507 49814196618895.04
1764407508 49840111588959.29
1764407510 49836048266127.14
1764407511 49694335045057.38
1764407512 49764894968528.34
1764407514 49785598565816.95
1764407515 49759154718812.45
1764407516 49700217188586.13
1764407518 49742114561791.3
1764407519 49892522003778.75
1764407521 49901487112885.67
1764407522 49647600382765.61
1764407523 49804483342409.98
1764407525 49764121002274.28
1764407526 49802974108215.02
1764407527 49875507645633.28
1764407529 49928240546391.45
1764407530 49806598850170.19
1764407531 49848367229000.11
1764407533 49692554922673.22
1764407534 49914322053260.8
1764407535 49999368045115.55
1764407537 49980380073022.36
1764407538 49846471011678.25
1764407540 49955342264711.91
1764407541 49902273978576.96
1764407542 49782786488428.19
1764407544 49864814011893.03
1764407545 49841685320342.33
1764407546 49807643704612.94
1764407548 49950040595873.53
1764407549 49997123542979.55
1764407550 49925557463378.22
1764407552 49938637493067.45
1764407553 49991563885389.63
1764407555 49851089010326.05
1764407556 49777626713402.89
1764407557 49780271098103.69
1764407559 49594119314628.1
1764407560 50056564151271.06
1764407561 49918269281155.2
1764407563 49828024815962.83
1764407564 49920371889478
1764407565 49822478057810.35
1764407567 50012293281553.62
1764407568 49856222986476.12
1764407569 49905950318282.38
1764407571 49784527912499.56
1764407572 49890019512891.8
1764407574 49864181939452.45
1764407575 49860286309308.2
1764407576 49814815791897.68
1764407578 49680777736178.06
1764407579 49672896179827.23
1764407580 50001896334877.93
1764407582 49916514957646.45
1764407583 49963791396315.84
1764407584 49962669145247.67
1764407586 49942159039522.11
1764407587 49806947134984.2
1764407589 49948557160553.91
1764407590 49828076413712.98
1764407591 49820697935426.7
1764407593 50028056394256.34
1764407594 49847064385805.89
1764407595 49887775010755.45
1764407597 49962243463808.16
1764407598 49892173718965
1764407599 49937424945936.78
1764407601 50074416972858.18
1764407602 49696140966316.16
1764407603 49815112478962.09
1764407605 49893463662721.22
1764407606 49847348173432.73
1764407608 49922087514674.03
1764407609 49822026577495.78
1764407610 49958438129727.06
1764407612 50039291804373.85
1764407613 49865200995019.84
1764407614 50015711632508.27
1764407616 49907240262038.86
1764407617 49889116552262.09
1764407618 49950272785749.55
1764407620 49837570399759.6
1764407621 49873985512000.39
1764407623 50004901903829.84
1764407624 49877326466329.57
1764407625 49922796983740.09
1764407627 49988287428248.54
1764407628 49831275474228.58
1764407629 49909510563049.78
1764407631 49909317071486.31
1764407632 49536123443343.66
1764407633 49815615557026.59
1764407635 49843633135414.15
1764407636 49836461048129.19
1764407637 49744397762240.19
1764407639 49843633135414.15
1764407640 49824412973444.92
1764407642 49917159929524.64
1764407643 49824619364446.15
1764407644 49947718697112.28
1764407646 49973078991361.38
1764407647 50021735669850.14
1764407648 49950646869438.77
1764407650 49974936510370.41
1764407651 49814570702584.42
1764407652 49925570362816.17
1764407654 49836641640254.89
1764407655 49844420001105.7
1764407657 50049559756674.22
1764407658 50014524884252.05
1764407659 49936547784182.17
1764407661 49918578867656.53
1764407662 49952968768200.54
1764407663 49961366302054.2
1764407665 49905008659339.91
1764407666 49735432653133.88
1764407667 49564270016106.89
1764407669 49802329136336.52
1764407670 49845464855548.36
1764407671 50049714549924.96
1764407673 49964694356945.55
1764407674 50016485598761.84
1764407676 49981334631401.94
1764407677 50071733889845.48
1764407678 49885311218181.23
1764407680 50013699320248.39
1764407681 49861718146877.67
1764407682 49877777946644.41
1764407684 49937128258872.87
1764407685 49844703788731.92
1764407686 49923441955617.79
1764407688 49873843618187.22
1764407689 49887310631003.32
1764407691 49805089615975.22
1764407692 49873108350246.01
1764407693 49929259601959.39
1764407695 49979193324766.65
1764407696 49936676778557.97
1764407697 49979077229828.48
1764407699 49774698541076.3
1764407700 49811771524632.95
1764407701 49959018604417.75
1764407703 49883634291297.59
1764407704 49818053550726.46
1764407705 49964849150195.89
1764407707 49861408560376.34
1764407708 49887013943939.29
1764407710 50003315273009.97
1764407711 49852740138334.02
1764407712 50002837993819.73
1764407714 50029823617202.07
1764407715 49707440873621.66
1764407716 49711555794203.81
1764407718 49754730211728.14
1764407719 49855203930908.23
1764407720 49903551022895.67
1764407722 49955097175398.16
1764407723 49876862086577.33
1764407725 49867677687031.98
1764407726 49882563637979.89
1764407727 49942210637272.78
1764407729 49962901335124.08
1764407730 49986455708114.33
1764407731 49868864435288.12
1764407733 49965339328823.52
1764407734 49956529012967.63
1764407735 49860234711557.94
1764407737 49980728357836.62
1764407738 49701339439653.8
1764407739 49796189004056.63
1764407741 49924048229183.83
1764407742 49889232647200.25
1764407744 49805076716537.81
1764407745 49973607868301.75
1764407746 49898442845620.31
1764407748 49910039439989.73
1764407749 49931555701845.27
1764407750 49726480443464.64
1764407752 49875623740571.38
1764407753 49947873490362.94
1764407754 49957044990470.5
1764407756 49914193058885.48
1764407757 49872373082305.2
1764407759 49927402082949.83
1764407760 49893192774532.06
1764407761 49976884325442.81
1764407763 49861653649690.17
1764407764 49975645979436.7
1764407765 49938947079569.17
1764407767 49883608492422.61
1764407768 50083356283089.7
1764407769 49845142369609.11
1764407771 49709362889818.16
1764407772 49660809406830.25
1764407773 49791390413283.02
1764407775 49907820736728.96
1764407776 49984740082918.86
1764407778 49999342246240.21
1764407779 49914076963946.97
1764407780 49911484176997.19
1764407782 49896495030548.5
1764407783 49678958915481.83
1764407784 49966035898452.17
1764407786 50004011842638.08
1764407787 49765294851092.5
1764407788 49924951189812.98
1764407790 49789107212834.48
1764407791 49878693806710.98
1764407793 49971066679101.78
1764407794 49912245243813.34
1764407795 49999922720930.7
1764407797 49951330539630
1764407798 49938147314440.16
1764407799 50068160745640.48
1764407801 49783134773242.78
1764407802 49767990833543.48
1764407803 49899358705687.45
1764407805 49801464874020.12
1764407806 49877777946644.41
1764407807 49934651566860.7
1764407809 49899577996125.9
1764407810 50064407009309.16
1764407812 49897410890615.59
1764407813 49930136763713.2
1764407814 49871057339673.89
1764407816 49722984695884.91
1764407817 49860376605371.06
1764407818 49814454607646.26
1764407820 49963752698003.08
1764407821 49916024779019.42
1764407822 49750653989458.23
1764407824 49832978199987.2
1764407825 49759283713188.05
1764407827 49881157599285.75
1764407828 49579568749056.91
1764407829 49884227665425.77
1764407831 49915160516702.61
1764407832 49892173718965
1764407833 49859680035742.96
1764407835 49850418239572.75
1764407836 49906646887910.45
1764407837 49985913931737.17
1764407839 49979619006206.2
1764407840 49804805828348.66
1764407841 49822736046561.84
1764407843 49937270152685.67
1764407844 49818311539477.62
1764407846 49895411477793.03
1764407847 49933851801731.56
1764407848 49853307713586.41
1764407850 49935154644925.66
1764407851 49850018357008.01
1764407852 49977645392259.03
1764407854 49818156746226.59
1764407855 49800703807203.9
1764407856 49856055293787.86
1764407858 49875520545070.7
1764407859 49838215371637.52
1764407861 49984417596979.62
1764407862 49883028017732.6
1764407863 49773163508006
1764407865 49986997484492
1764407866 49880744817283.6
1764407867 49790422955465.78
1764407869 49776672155023.48
1764407870 49776272272458.69
1764407871 49969944428033.84
1764407873 49900106873066.25
1764407874 49762005494514.05
1764407875 49811100753879.68
1764407877 49735368155945.81
1764407878 49873650126623.74
1764407880 49932819846726.41
1764407881 49907833636166.69
1764407882 50077293547435.11
1764407884 49905382743029.47
1764407885 49809862407873.77
1764407886 49915534600391.84
1764407888 49984611088543.3
1764407889 49863008090634.14
1764407890 49747970906445.2
1764407892 49807630805174.92
1764407893 49921648933796.55
1764407895 49909729853488.45
1764407896 49826850967144.57
1764407897 49845503553860.77
1764407899 50003844149949.8
1764407900 49920346090602.98
1764407901 49884769441803.5
1764407903 49669787415374.27
1764407904 49795634328241.34
1764407905 50080879591077.47
1764407907 49993266611148.25
1764407908 49824490370070.56
1764407909 49967867618585.78
1764407911 49832887903924.16
1764407912 49848522022250.82
1764407914 49895037394103.62
1764407915 49937541040874.85
1764407916 49909704054613.07
1764407918 49938805185756.09
1764407919 49923996631433.16
1764407920 49905189251466.02
1764407922 49857616125732.91
1764407923 49763759818022.55
1764407924 49674805296586.36
1764407926 49876784689951.84
1764407927 49980005989332.88
1764407929 49864130341702.36
1764407930 49916798745272.98
1764407931 49784708504625.45
1764407933 49923274262929.69
1764407934 49769938648615.56
1764407935 49969028567966.69
1764407937 49858648080737.66
1764407938 49664924327412.98
1764407939 49839350522143.09
1764407941 49899423202875.52
1764407942 49846225922364.58
1764407943 49861563353627.33
1764407945 49954155516456.26
1764407946 50057944391089.87
1764407948 50120829149211.17
1764407949 49840343778835.7
1764407950 49910568316930.1
1764407952 49942507324336.39
1764407953 49983914518914.62
1764407954 49885736899620.73
1764407956 49952517287885.41
1764407957 49931594400158
1764407958 50029023852073.15
1764407960 50054603436761.27
1764407961 49935232041551.09
1764407963 49696050670252.8
1764407964 49715490122660.81
1764407965 49704499801857.21
1764407967 49772028357500.42
1764407968 49807024531609.85
1764407969 49919868811413.1
1764407971 49718211903986.83
1764407972 49843852425852.61
1764407973 49893141176781.95
1764407975 49807695302363
1764407976 49676714413345.81
1764407977 49969905729721.09
1764407979 50065451863751.65
1764407980 49960863223988.8
1764407982 50000477396745.78
1764407983 49938469800379.45
1764407984 49807617905737.52
1764407986 49949485920058.43
1764407987 49803670677843.1
1764407988 49915611997017.33
1764407990 50055609592891.25
1764407991 49999664732179.53
1764407992 49778207188093.25
1764407994 49792203077849.33
1764407995 49848470424500.47
1764407997 50003521664011.03
1764407998 50028778762759.34
1764407999 50129097688689.27
1764408001 50013957308999.55
1764408002 49908543105232.74
1764408003 49873405037309.95
1764408005 49885852994558.91
1764408006 49705454360236.38
1764408007 49707724661247.64
1764408009 49661712367459.41
1764408010 49647007008637.43
1764408011 49733846022313.48
1764408013 49660641714141.91
1764408014 49594428901130
1764408016 50094333704455.91
1764408017 49926911904322.77
1764408018 49979451313517.87
1764408020 49943577977654.34
1764408021 49848405927312.8
1764408022 49820581840488.89
1764408024 49917366320525.94
1764408025 49769035687985.83
1764408026 49823871197067.4
1764408028 49800536114515.57
1764408029 49806598850170.18
1764408031 49747829012632.2
1764408032 49799400964009.98
1764408033 49842007806281.38
1764408035 50080905389952.59
1764408036 49838370164888.63
1764408037 49838886142390.8
1764408039 49779110148722.93
1764408040 49538213152229.12
1764408041 49881544582412.52
1764408043 50000503195620.73
1764408044 49882189554290.59
1764408045 49834229445430.47
1764408047 49990299740508.48
1764408048 49863033889509.52
1764408050 49822839242062.09
1764408051 49756884417801.34
1764408052 49843297750037.48
1764408054 49941707559207.38
1764408055 49993073119584.24
1764408056 49801684164458.55
1764408058 49716070597351.3
1764408059 49917443717150.98
1764408060 49841272538340.19
1764408062 49736374312075.78
1764408063 49701584528967.55
1764408065 49813487149828.94
1764408066 49704345008606.31
1764408067 49850843921012
1764408069 49841079046776.53
1764408070 49622433580079.64
1764408071 49824696761071.62
1764408073 49965971401264.26
1764408074 49752769497218.6
1764408075 49916553655959.14
1764408077 49757426194179.08
1764408078 49795634328241.34
1764408079 49851346999077.23
1764408081 49810236491562.7
1764408082 49925067284751.2
1764408084 49760315668193.34
1764408085 49729731101730.75
1764408086 49941385073268.55
1764408088 49947692898236.91
1764408089 49731395129176.09
1764408090 49814415909333.52
1764408092 49949344026245.11
1764408093 49825457827887.76
1764408094 49771125396871.36
1764408096 49957135286533.44
1764408097 49758806433998.42
1764408099 49876926583764.83
1764408100 49751247363586.3
1764408101 49891103065647.2
1764408103 49950698467189.42
1764408104 49810997558379.14
1764408105 49871031540798.56
1764408107 49926963502072.93
1764408108 49858003108859.67
1764408109 49972937097548.42
1764408111 49927879362139.94
1764408112 49899345806250.09
1764408113 49903563922332.86
1764408115 49694038357993.36
1764408116 49544301686759.06
1764408118 49611198169961.76
1764408119 49824529068383.3
1764408120 49802793516088.78
1764408122 49876887885452.09
1764408123 49843013962410.98
1764408124 49738799406337.56
1764408126 49928266345266.82
1764408127 49877494159017.91
1764408128 49830320915848.77
1764408130 49846148525739.14
1764408131 49757748680118.31
1764408133 49833636071302.54
1764408134 49711697688017.38
1764408135 49796692082121.41
1764408137 49701262043028.86
1764408138 49786333833758.05
1764408139 49820452846112.9
1764408141 50009184517100.84
1764408142 49540483453240.25
1764408143 49678907317731.69
1764408145 49831210977041.06
1764408146 49925557463378.55
1764408147 49931013925467.84
1764408149 49785095487752.31
1764408150 49914773533575.67
1764408152 49926847407134.69
1764408153 49952684980573.82
1764408154 49884846838428.77
1764408156 49825935107077.44
1764408157 49851514691765.53
1764408158 49904363687461.92
1764408160 49764714376401.97
1764408161 49841672420904.36
1764408162 49963262519376.07
1764408164 50032596996278.17
1764408165 50031126460395.95
1764408167 50038234050493.45
1764408168 49783225069305.68
1764408169 49720946584750.19
1764408171 49716483379353.39
1764408172 49644414221687.42
1764408173 50023528691671.61
1764408175 49965790809138.42
1764408176 49731911106679.03
1764408177 49955716348401.32
1764408179 49872334383992.45
1764408180 49866555435964.39
1764408181 49939127671694.83
1764408183 49796575987183.23
1764408184 49761412120386.2
1764408186 49992170158955.16
1764408187 49881441386912.27
1764408188 49820233555674.31
1764408190 49844755386482.35
1764408191 49907214463163.52
1764408192 49884730743490.72
1764408194 49779793818913.6
1764408195 49824516168945.33
1764408196 49940507911514.16
1764408198 49932729550663.56
1764408199 49649896482651.55
1764408201 49843052660724.16
1764408202 49773189306881.31
1764408203 49925415569565.22
1764408205 49831843049481.65
1764408206 49776452864585.01
1764408207 49786953006761.04
1764408209 49884627547990.51
1764408210 49911032696682.34
1764408211 49933245528165.97
1764408213 49857022751604.61
1764408214 49796627584933.58
1764408215 49663982668470.52
1764408217 49791738698097.09
1764408218 49809423826996.38
1764408220 49761992595076.64
1764408221 49812094010572.23
1764408222 49896959410300.73
1764408224 49795814920367.02
1764408225 49930678540090.93
1764408226 49938495599254.55
1764408228 49851346999077.22
1764408229 49861743945753
1764408230 49908001328854.64
1764408232 49740282841657.45
1764408233 49808817553431.15
1764408235 49665027522913.24
1764408236 49935980208929.66
1764408237 49904079899835.42
1764408239 49945732183727.12
1764408240 49858828672863.91
1764408241 49859563940804.73
1764408243 49867819580845.55
1764408244 49772828122629.34
1764408245 49845142369609.2
1764408247 49813229161077.81
1764408248 49874088707501.23
1764408249 49946067569103.77
1764408251 49998697274361.94
1764408252 49960140855485.38
1764408254 49783173471555.52
1764408255 49882344347541.58
1764408256 49765823728032.83
1764408258 49842407688845.75
1764408259 49643807948121.59
1764408260 50071308208405.42
1764408262 49849631373881.25
1764408263 49689729945846.95
1764408264 49853810791651.5
1764408266 49804444644097.23
1764408267 49887865306818.56
1764408269 49953136460888.88
1764408270 49762173187202.38
1764408271 49806882637796.7
1764408273 49878668007836.19
1764408274 49855191031470.67
