#cablenum, average light yield [p.e.], # of events over 10 p.e.
112, 54.2532, 2165
113, 53.9776, 2205
114, 50.2785, 2173
115, 58.354, 2246
116, 50.0964, 2048
117, 52.6695, 1898
118, 53.3977, 2083
119, 43.6233, 1912
120, 52.909, 2335
121, 55.6434, 2126
122, 56.5987, 2168
123, 52.0366, 2136
124, 65.9845, 2680
125, 48.7502, 2046
126, 39.8969, 1757
127, 47.6559, 2215
128, 53.8773, 2509
129, 49.4625, 2184
130, 49.6357, 2289
131, 50.262, 2104
132, 53.6884, 2355
133, 50.6573, 2004
134, 51.9084, 2213
135, 56.0187, 2322
136, 54.0941, 2188
137, 50.6612, 2148
138, 59.061, 2480
139, 48.6977, 2053
140, 50.0847, 1588
201, 59.2312, 2268
202, 51.3212, 2858
203, 52.791, 3002
204, 47.2209, 2629
205, 46.7943, 2759
206, 45.11, 2730
207, 44.5885, 2555
208, 47.9092, 2727
209, 44.1227, 2484
210, 46.1526, 2549
211, 45.4154, 2453
212, 50.9695, 2706
213, 48.3264, 2651
214, 48.534, 2720
215, 47.0701, 2697
216, 50.5166, 2588
217, 45.816, 2573
218, 46.5985, 2495
219, 45.8489, 2337
220, 47.8282, 2533
221, 45.2405, 2424
222, 46.4455, 2528
223, 51.6708, 2529
224, 48.9443, 2535
225, 50.6595, 2493
226, 55.0197, 2702
227, 51.7376, 2547
228, 49.7593, 2582
229, 46.0626, 2397
230, 52.4282, 2523
231, 48.2779, 2322
232, 50.2523, 2372
233, 49.4186, 2335
234, 49.2819, 2327
235, 42.8134, 2140
236, 46.0152, 2369
237, 51.3721, 2431
238, 50.1225, 2279
239, 48.2104, 2605
240, 61.2716, 3586
241, 46.6017, 2410
242, 50.0806, 2490
243, 48.1938, 2304
244, 47.2491, 2262
245, 49.2432, 2330
246, 49.0137, 2237
247, 48.4084, 2326
248, 43.5968, 2188
249, 40.6501, 2054
250, 44.8041, 2188
251, 48.6885, 2224
252, 44.554, 2308
253, 49.551, 2452
254, 67.6584, 3179
255, 50.9874, 2360
256, 44.7325, 2026
257, 50.5941, 2248
258, 45.2166, 2393
259, 47.8704, 2383
260, 55.4796, 2397
261, 50.7481, 2614
262, 52.3714, 2240
263, 43.1011, 2246
264, 52.9745, 2377
265, 12.9224, 75256
266, 46.7261, 2326
267, 72.6429, 2833
268, 48.8147, 2142
269, 47.8582, 2197
270, 55.2219, 2268
271, 56.7522, 2391
272, 47.093, 2007
273, 48.6137, 2133
274, 48.4813, 2200
275, 54.5124, 2359
276, 49.3675, 2108
277, 52.6193, 2284
278, 48.9131, 2190
279, 48.2262, 2001
280, 48.9361, 2316
281, 50.4794, 2100
282, 51.7026, 2444
283, 47.9713, 1918
284, 50.0001, 2270
285, 47.3848, 2054
286, 48.6282, 2172
287, 49.2339, 2217
288, 52.086, 2322
289, 47.5726, 2163
290, 48.4444, 2175
291, 52.1647, 2100
292, 49.3473, 2145
293, 52.8196, 2329
294, 68.5221, 3070
295, 48.3745, 2129
296, 46.555, 2011
297, 50.92, 2209
298, 46.4793, 2144
299, 49.9169, 2236
300, 46.5366, 2128
301, 49.4981, 2130
302, 47.5903, 2054
303, 41.7004, 1814
304, 49.3829, 2032
305, 49.6145, 2001
306, 49.7308, 2074
307, 57.8396, 2539
308, 54.4296, 2233
309, 52.8996, 2447
310, 50.1146, 2359
311, 46.9355, 2133
312, 49.6323, 2060
313, 51.7473, 2131
314, 50.4382, 1986
315, 54.3174, 2255
316, 45.1406, 2066
317, 48.6924, 2114
318, 47.6495, 2014
319, 46.9851, 2181
320, 54.265, 2341
321, 66.1121, 2693
322, 49.2699, 2100
323, 46.673, 2152
324, 49.895, 2150
325, 51.165, 2227
326, 47.84, 2111
327, 55.3115, 2390
328, 48.4875, 2131
329, 48.2141, 2097
330, 46.3341, 2031
331, 49.028, 2060
332, 51.8383, 1623
