#cablenum, average light yield [p.e.], # of events over 10 p.e.
103, 49.2546, 199
104, 54.892, 226
105, 59.5011, 204
106, 49.7594, 197
107, 52.1596, 204
108, 54.3255, 246
109, 51.4665, 236
110, 57.2256, 214
111, 73.5128, 253
112, 53.156, 202
113, 52.1433, 201
114, 54.879, 200
115, 59.0492, 211
116, 50.4396, 196
117, 54.903, 169
118, 49.7639, 196
119, 47.3002, 178
120, 53.3858, 210
121, 60.4383, 222
122, 55.2465, 219
123, 53.3611, 209
124, 67.7204, 259
125, 49.0168, 209
126, 39.6344, 156
127, 48.5987, 218
128, 55.5397, 267
129, 53.2164, 242
130, 48.9577, 245
131, 50.3313, 205
132, 51.4053, 203
133, 50.8723, 201
134, 52.6342, 205
135, 60.4423, 220
136, 52.7466, 245
137, 54.0835, 210
138, 56.7296, 265
139, 47.633, 224
140, 53.5442, 182
201, 63.8533, 204
202, 49.3315, 269
203, 56.3539, 274
204, 45.8522, 261
205, 43.8206, 266
206, 44.9928, 272
207, 46.2716, 256
208, 48.6132, 236
209, 45.9888, 220
210, 46.2386, 242
211, 47.0105, 221
212, 53.2636, 266
213, 49.9245, 254
214, 49.4583, 251
215, 45.9682, 258
216, 50.6204, 241
217, 47.6239, 234
218, 49.0853, 229
219, 45.9711, 222
220, 50.3892, 253
221, 47.2471, 248
222, 47.1027, 261
223, 53.2788, 246
224, 51.1688, 231
225, 53.7034, 239
226, 57.7666, 279
227, 54.1128, 262
228, 52.9978, 252
229, 46.587, 234
230, 53.075, 244
231, 49.2317, 215
232, 52.9944, 244
233, 51.5536, 239
234, 53.8974, 256
235, 42.6745, 222
236, 47.0499, 237
237, 53.159, 263
238, 51.0924, 242
239, 48.5178, 244
240, 61.4819, 348
241, 50.7135, 217
242, 48.1924, 255
243, 48.8716, 253
244, 51.7217, 229
245, 50.1748, 240
246, 53.0233, 258
247, 53.4671, 227
248, 48.634, 199
249, 42.3828, 194
250, 42.1368, 225
251, 53.1229, 211
252, 44.8908, 211
253, 50.619, 243
254, 66.4577, 361
255, 52.0983, 225
256, 46.2744, 175
257, 49.5605, 212
258, 46.4985, 205
259, 49.9864, 195
260, 56.2591, 226
261, 53.7156, 241
262, 51.4746, 225
263, 42.7267, 200
264, 54.8926, 205
265, 51.4838, 245
266, 45.5684, 204
267, 63.5378, 260
268, 47.5157, 184
269, 48.5374, 172
270, 56.6614, 198
271, 58.3899, 209
272, 45.0317, 179
273, 47.6807, 214
274, 49.9, 228
275, 58.8227, 231
276, 54.8974, 198
277, 52.4441, 212
278, 50.527, 201
279, 51.0524, 189
280, 49.92, 220
281, 53.0154, 223
282, 53.0779, 241
283, 48.7074, 184
284, 49.3233, 198
285, 47.0702, 194
286, 50.5025, 222
287, 52.8222, 186
288, 55.1012, 194
289, 48.6723, 183
290, 49.9532, 184
291, 52.9945, 203
292, 51.4968, 213
293, 56.6877, 219
294, 66.0169, 292
295, 47.3832, 189
296, 45.046, 182
297, 55.7785, 192
298, 50.1888, 214
299, 49.6002, 222
300, 50.1184, 195
301, 49.2734, 207
302, 51.2583, 194
303, 40.9293, 164
304, 55.9535, 192
305, 50.7337, 212
306, 53.5957, 210
307, 54.4263, 253
308, 60.1386, 208
309, 50.2122, 231
310, 49.778, 195
311, 51.2495, 182
312, 51.9867, 195
313, 56.4958, 217
314, 42.6736, 196
315, 56.787, 204
316, 45.9133, 184
317, 51.9727, 213
318, 49.3097, 206
319, 49.442, 227
320, 52.5443, 245
321, 64.0815, 281
322, 52.1505, 201
323, 50.4618, 171
324, 47.683, 199
325, 56.0734, 207
326, 49.0863, 211
327, 56.382, 237
328, 48.3213, 201
329, 49.2926, 215
330, 49.3294, 208
331, 50.0779, 211
332, 51.6329, 175
