#cablenum, average light yield [p.e.], # of events over 10 p.e.
114, 49.9622, 328
115, 69.1453, 374
116, 56.3409, 373
117, 58.427, 389
118, 56.8764, 355
119, 49.321, 325
120, 55.5454, 378
121, 60.3506, 353
122, 61.2681, 368
123, 53.7887, 371
124, 62.8245, 483
125, 51.6257, 325
126, 41.7137, 271
127, 53.1952, 374
128, 59.8256, 448
129, 53.7259, 377
130, 53.5981, 379
131, 57.1057, 366
132, 60.4103, 374
133, 51.2133, 356
134, 55.1042, 381
135, 64.9682, 398
136, 50.9882, 383
137, 55.5194, 350
138, 60.9679, 441
139, 51.0494, 365
140, 56.3819, 285
201, 65.429, 373
202, 56.0346, 476
203, 57.2178, 476
204, 52.0382, 409
205, 52.491, 432
206, 48.5419, 447
207, 47.5589, 419
208, 52.2924, 482
209, 48.9041, 412
210, 51.5385, 422
211, 48.247, 406
212, 52.4033, 456
213, 55.6261, 402
214, 51.9701, 423
215, 50.4794, 447
216, 54.1216, 453
217, 54.7405, 442
218, 50.7979, 423
219, 47.9692, 410
220, 51.2908, 426
221, 48.6842, 398
222, 51.6541, 419
223, 57.277, 411
224, 54.5462, 396
225, 53.6856, 399
226, 64.0022, 440
227, 53.8164, 404
228, 53.1132, 429
229, 51.6052, 399
230, 52.6027, 413
231, 52.3568, 405
232, 56.8751, 433
233, 56.1496, 409
234, 57.6759, 415
235, 48.73, 364
236, 50.6328, 376
237, 58.3164, 379
238, 62.6672, 366
239, 52.6321, 423
240, 59.4397, 661
241, 51.406, 367
242, 54.3414, 401
243, 56.2309, 360
244, 50.057, 364
245, 55.4119, 416
246, 54.3755, 401
247, 54.8562, 379
248, 47.3894, 367
249, 44.246, 332
250, 48.42, 382
251, 53.0745, 403
252, 46.8715, 406
253, 51.9477, 399
254, 63.9597, 618
255, 55.4281, 410
256, 46.6019, 369
257, 55.4084, 412
258, 47.1235, 427
259, 50.4844, 419
260, 56.9015, 437
261, 52.725, 443
262, 55.1478, 378
263, 48.8889, 318
264, 62.2078, 326
265, 53.8712, 475
266, 51.0339, 393
267, 73.3075, 563
268, 54.5035, 407
269, 53.1018, 353
270, 55.9998, 359
271, 64.3365, 384
272, 47.7433, 352
273, 59.1084, 369
274, 51.8532, 378
275, 62.5368, 405
276, 53.0322, 388
277, 59.5297, 384
278, 52.4963, 361
279, 55.1518, 371
280, 56.6193, 365
281, 59.3686, 384
282, 58.2045, 439
283, 52.3448, 340
284, 53.0556, 413
285, 54.1658, 361
286, 58.409, 367
287, 56.3298, 378
288, 58.3744, 366
289, 49.8813, 340
290, 51.8185, 360
291, 59.228, 390
292, 56.6973, 416
293, 61.1983, 392
294, 68.526, 572
295, 52.4828, 378
296, 55.0148, 339
297, 50.5164, 386
298, 50.8365, 355
299, 49.8299, 367
300, 56.093, 326
301, 51.8135, 328
302, 52.0325, 331
303, 48.3484, 319
304, 53.8779, 384
305, 58.7763, 363
306, 51.9146, 380
307, 61.5831, 418
308, 53.8469, 361
309, 57.9895, 380
310, 53.044, 409
311, 50.3798, 348
312, 54.2433, 343
313, 56.9349, 311
314, 50.5249, 318
315, 57.6625, 399
316, 49.7589, 363
317, 53.4596, 395
318, 52.8009, 345
319, 53.9684, 343
320, 56.3947, 386
321, 64.4681, 521
322, 55.1038, 394
323, 53.2731, 339
324, 53.79, 350
325, 58.6678, 361
326, 52.1993, 354
327, 63.027, 414
328, 55.9825, 359
329, 54.2831, 365
330, 51.0071, 362
331, 55.3499, 340
332, 55.4723, 278
