#cablenum, average light yield [p.e.], # of events over 10 p.e.
104, 54.3582, 2067
105, 55.7184, 2023
106, 51.1734, 1973
107, 53.0609, 1940
108, 55.5542, 2059
109, 53.2009, 1970
110, 58.4709, 1992
111, 73.3968, 2470
112, 53.5535, 1969
113, 55.1544, 2032
114, 51.3732, 1931
115, 59.972, 1991
116, 51.8781, 1862
117, 53.3603, 1828
118, 54.5769, 1854
119, 44.4169, 1771
120, 54.3664, 2039
121, 57.8213, 1830
122, 57.5244, 1887
123, 53.9846, 1883
124, 65.7429, 2309
125, 51.2144, 1745
126, 42.2025, 1534
127, 49.4113, 1848
128, 55.5182, 2170
129, 50.352, 1937
130, 50.8916, 1999
131, 50.7937, 1885
132, 55.8115, 1981
133, 51.1005, 1794
134, 52.8103, 1851
135, 55.3014, 2010
136, 53.8608, 1926
137, 52.8055, 1829
138, 59.6544, 2123
139, 50.2626, 1820
140, 52.5353, 1394
201, 60.4837, 1943
202, 52.4485, 2461
203, 54.1122, 2542
204, 47.5538, 2326
205, 47.396, 2428
206, 46.5278, 2338
207, 45.4618, 2220
208, 48.2231, 2464
209, 44.2364, 2264
210, 47.0389, 2391
211, 45.799, 2133
212, 52.2508, 2327
213, 47.7268, 2271
214, 49.5313, 2318
215, 49.7386, 2233
216, 50.4011, 2320
217, 47.1016, 2263
218, 46.9444, 2191
219, 44.4653, 2148
220, 47.6272, 2478
221, 45.2276, 2209
222, 47.5242, 2240
223, 51.9365, 2312
224, 49.3393, 2198
225, 50.9904, 2223
226, 57.2494, 2479
227, 50.267, 2293
228, 50.3743, 2208
229, 47.4649, 2082
230, 52.918, 2267
231, 49.9097, 2136
232, 52.1853, 2208
233, 51.9912, 2158
234, 50.1041, 2135
235, 43.3408, 1852
236, 46.3642, 1981
237, 52.357, 2076
238, 50.862, 2061
239, 50.3062, 2246
240, 63.2886, 3059
241, 48.0955, 2050
242, 51.3871, 2103
243, 49.3579, 2063
244, 49.1014, 2063
245, 50.5908, 2129
246, 50.7399, 2106
247, 50.2781, 1997
248, 42.2613, 1974
249, 42.5109, 1860
250, 44.1995, 1959
251, 50.3039, 1939
252, 45.5595, 1904
253, 50.1863, 2040
254, 69.1025, 2697
255, 53.1013, 2068
256, 45.2477, 1934
257, 52.6918, 2082
258, 46.0332, 2069
259, 51.5967, 1920
260, 53.3293, 2117
261, 51.6025, 2330
262, 52.5122, 2105
263, 48.856, 1781
264, 50.442, 2028
265, 51.3179, 2203
266, 49.6501, 1979
267, 62.4232, 3363
268, 46.4848, 2087
269, 46.7942, 1813
270, 56.2754, 1878
271, 57.7357, 2023
272, 46.9384, 1682
273, 50.3022, 1897
274, 49.6041, 1836
275, 55.9626, 1992
276, 50.5995, 1827
277, 52.7088, 1886
278, 49.6612, 1777
279, 49.9917, 1824
280, 57.561, 1984
281, 48.9619, 2087
282, 53.999, 2087
283, 47.4067, 1898
284, 50.4371, 2205
285, 47.0686, 1844
286, 49.8723, 1949
287, 50.534, 1846
288, 53.4327, 1928
289, 46.4356, 1872
290, 48.9161, 1941
291, 53.1654, 1981
292, 51.7108, 1989
293, 55.0552, 2056
294, 71.0707, 2723
295, 48.7432, 1890
296, 48.0796, 1825
297, 55.4657, 1673
298, 49.3672, 1822
299, 49.5669, 1874
300, 50.4589, 1878
301, 51.3905, 1935
302, 48.645, 1782
303, 42.9013, 1597
304, 50.6051, 1865
305, 49.9663, 1774
306, 48.9582, 1817
307, 60.6646, 2278
308, 54.512, 2114
309, 52.7596, 2166
310, 50.5626, 2052
311, 49.7149, 1836
312, 49.4962, 1827
313, 53.562, 1848
314, 50.1707, 1799
315, 56.1871, 2033
316, 46.1691, 1866
317, 49.5705, 1929
318, 50.2658, 1757
319, 48.4111, 1849
320, 53.3439, 2076
321, 69.1058, 2421
322, 50.8856, 1931
323, 48.9141, 1808
324, 49.2304, 1911
325, 53.8326, 2055
326, 50.2347, 1995
327, 58.26, 2203
328, 48.6751, 1883
329, 49.6692, 1778
330, 46.8448, 1810
331, 51.1034, 1850
332, 52.916, 1473
