#cablenum, average light yield [p.e.], # of events over 10 p.e.
297, 50.5845, 239
298, 51.1612, 213
299, 49.3984, 199
300, 48.4534, 174
301, 55.6283, 203
302, 51.3242, 186
303, 44.8808, 180
304, 48.5746, 239
305, 54.5847, 203
306, 49.0305, 195
307, 55.8135, 260
308, 51.8984, 231
309, 53.074, 234
310, 49.353, 221
311, 45.5203, 207
312, 49.1131, 203
313, 52.1496, 206
314, 44.8172, 210
315, 57.6838, 226
316, 46.6419, 206
317, 46.7651, 204
318, 47.3857, 204
319, 52.003, 228
320, 57.0242, 255
321, 71.4552, 287
322, 53.7787, 248
323, 45.4455, 245
324, 51.2127, 223
325, 56.2911, 226
326, 51.0825, 221
327, 59.1154, 250
328, 50.7609, 221
329, 49.6078, 216
330, 47.9812, 208
331, 49.8785, 193
332, 50.4625, 147
