#cablenum, average light yield [p.e.], # of events over 10 p.e.
239, 49.5111, 229
240, 62.1423, 304
241, 48.7106, 188
242, 48.197, 189
243, 50.2567, 188
244, 51.7771, 196
245, 51.5282, 198
246, 52.7965, 185
247, 48.7053, 188
248, 47.5736, 151
249, 39.9548, 166
250, 45.1841, 199
251, 49.2916, 204
252, 44.3615, 202
253, 53.489, 222
254, 70.573, 294
255, 57.5342, 209
256, 46.6743, 186
257, 50.7395, 199
258, 45.4544, 180
259, 49.0889, 167
260, 58.3399, 191
261, 0, 0
262, 54.4556, 191
263, 0, 0
264, 0, 0
265, 0, 0
266, 51.3994, 156
267, 70.6927, 219
268, 45.5633, 173
269, 50.8701, 186
270, 53.6269, 217
271, 64.7412, 209
272, 47.7211, 181
273, 50.7067, 179
274, 52.5973, 178
275, 54.4048, 198
276, 49.9095, 177
277, 52.2386, 179
278, 55.1817, 176
279, 48.1391, 165
280, 53.3548, 168
281, 55.2756, 177
282, 51.0933, 214
283, 47.6776, 170
284, 48.3217, 200
285, 49.5482, 170
286, 49.6666, 176
287, 53.2912, 167
288, 55.0156, 191
289, 49.9905, 192
290, 55.1077, 179
291, 53.6014, 189
292, 54.8912, 186
293, 61.3146, 184
294, 74.8854, 270
295, 50.9052, 221
296, 50.9052, 194
297, 56.5389, 191
298, 51.8913, 203
299, 53.4084, 189
300, 44.686, 180
301, 53.3492, 165
302, 52.6396, 159
303, 44.4754, 154
304, 55.2728, 183
305, 49.9607, 178
306, 54.0925, 189
307, 58.5621, 237
308, 56.945, 181
309, 56.7956, 183
310, 54.5646, 180
311, 52.2493, 145
312, 49.7842, 132
313, 54.1588, 164
314, 49.626, 190
315, 61.8643, 198
316, 51.0846, 163
317, 45.4945, 168
318, 47.7959, 158
319, 56.0426, 152
320, 52.7999, 188
321, 68.4167, 237
322, 48.4856, 210
323, 49.4696, 189
324, 46.628, 181
325, 57.2138, 187
326, 48.4458, 192
327, 63.8062, 212
328, 48.6568, 182
329, 50.0464, 154
330, 48.7608, 161
331, 52.0099, 178
332, 55.145, 132
