#cablenum, average light yield [p.e.], # of events over 10 p.e.
259, 49.1799, 3333
260, 54.7217, 3579
261, 52.0146, 3904
262, 50.7041, 3546
263, 49.7563, 3138
264, 50.564, 3660
265, 52.1179, 3978
266, 46.4603, 3431
267, 60.1105, 5320
268, 45.6091, 3391
269, 47.5758, 3085
270, 54.3787, 3179
271, 58.2787, 3405
272, 46.5908, 2912
273, 50.0448, 3286
274, 48.453, 3158
275, 55.0423, 3313
276, 49.9413, 3144
277, 53.2268, 3335
278, 49.8037, 3173
279, 48.0158, 3060
280, 54.2569, 3190
281, 48.5691, 3404
282, 54.247, 3495
283, 45.9286, 3208
284, 50.5327, 3662
285, 46.1213, 3186
286, 48.4342, 3348
287, 47.6747, 3271
288, 52.0049, 3294
289, 45.6017, 3255
290, 47.5885, 3282
291, 50.9668, 3327
292, 51.6625, 3358
293, 53.8091, 3466
294, 68.5014, 4499
295, 48.9022, 3161
296, 47.3804, 2984
297, 53.9803, 2771
298, 47.4037, 3111
299, 49.7037, 3213
300, 49.1998, 3072
301, 48.3442, 3167
302, 47.9564, 3011
303, 42.2372, 2752
304, 48.8745, 3235
305, 48.5061, 3155
306, 48.512, 3207
307, 56.7046, 3989
308, 51.8552, 3593
309, 49.6895, 3544
310, 49.9485, 3237
311, 46.7159, 3008
312, 49.2132, 2965
313, 51.3022, 3148
314, 50.3988, 3036
315, 56.5612, 3395
316, 46.703, 3130
317, 49.0324, 3298
318, 48.5728, 3035
319, 46.4754, 3289
320, 52.2671, 3439
321, 66.879, 3891
322, 50.2516, 3094
323, 48.6009, 2988
324, 48.6238, 3106
325, 51.7719, 3206
326, 47.6213, 3254
327, 57.8277, 3545
328, 47.2725, 3114
329, 48.6372, 3082
330, 47.4538, 3129
331, 49.7926, 3101
332, 52.2813, 2543
