#cablenum, average light yield [p.e.], # of events over 10 p.e.
213, 51.2543, 864
214, 53.1051, 844
215, 50.0406, 899
216, 52.9333, 935
217, 51.8628, 877
218, 50.2359, 833
219, 47.7041, 854
220, 53.0358, 892
221, 48.4098, 856
222, 51.4954, 883
223, 54.6076, 908
224, 53.0204, 867
225, 52.7153, 898
226, 62.6038, 979
227, 55.1339, 882
228, 54.979, 842
229, 50.4432, 849
230, 55.251, 893
231, 47.8004, 788
232, 55.7223, 827
233, 52.7729, 762
234, 55.0488, 751
235, 47.1582, 722
236, 52.0874, 809
237, 55.3856, 864
238, 54.8528, 834
239, 52.5567, 857
240, 66.1411, 1158
241, 49.255, 760
242, 56.4381, 797
243, 50.3925, 800
244, 51.9645, 809
245, 54.2552, 811
246, 51.7413, 747
247, 54.5018, 757
248, 48.4048, 741
249, 43.6679, 706
250, 49.3127, 725
251, 51.7516, 764
252, 48.6302, 787
253, 53.0313, 818
254, 72.8488, 1144
255, 55.7773, 813
256, 49.0524, 712
257, 55.5951, 816
258, 51.4571, 734
259, 51.1916, 707
260, 59.0009, 810
261, 55.3507, 838
262, 55.1916, 753
263, 52.0629, 749
264, 51.4608, 836
265, 56.5225, 887
266, 51.5836, 784
267, 64.8135, 1252
268, 49.168, 772
269, 51.2825, 698
270, 57.709, 762
271, 63.5195, 775
272, 49.5615, 693
273, 57.5545, 733
274, 54.4252, 742
275, 60.4693, 814
276, 53.3256, 689
277, 60.4528, 732
278, 54.2086, 728
279, 49.9729, 679
280, 58.3772, 695
281, 51.322, 756
282, 56.8537, 833
283, 51.0123, 736
284, 54.4422, 850
285, 53.6003, 728
286, 55.6643, 729
287, 53.6838, 693
288, 57.7097, 712
289, 52.3529, 707
290, 54.9003, 739
291, 55.0587, 792
292, 54.0906, 819
293, 62.4764, 782
294, 71.0394, 1050
295, 52.3792, 703
296, 48.2954, 672
297, 54.2956, 756
298, 50.4845, 716
299, 53.9698, 711
300, 54.5093, 695
301, 54.073, 731
302, 51.0926, 687
303, 47.8415, 649
304, 55.5807, 727
305, 52.527, 687
306, 52.7801, 689
307, 66.2252, 832
308, 56.0279, 766
309, 54.1994, 814
310, 54.79, 770
311, 54.4254, 721
312, 53.645, 719
313, 58.2969, 695
314, 54.329, 683
315, 58.9383, 813
316, 50.3503, 748
317, 53.6954, 778
318, 51.2581, 686
319, 50.8028, 688
320, 57.6341, 801
321, 70.2732, 935
322, 53.258, 702
323, 50.9009, 689
324, 51.1226, 717
325, 56.7561, 757
326, 50.4638, 728
327, 60.7406, 795
328, 50.7309, 700
329, 53.4848, 729
330, 53.0085, 776
331, 54.6373, 786
332, 57.2262, 600
