#cablenum, average light yield [p.e.], # of events over 10 p.e.
117, 38.6316, 21
118, 58.0555, 13
119, 40.4689, 13
120, 56.7041, 15
121, 49.4213, 24
122, 63.4026, 30
123, 51.0088, 30
124, 71.6482, 34
125, 49.2909, 22
126, 49.6244, 17
127, 50.0348, 22
128, 62.4614, 29
129, 53.3098, 29
130, 49.5937, 25
131, 53.0003, 23
132, 71.2672, 25
133, 35.9546, 20
134, 43.8524, 13
135, 43.1771, 23
136, 48.3543, 22
137, 66.3747, 16
138, 84.2691, 20
139, 44.2082, 19
140, 39.6141, 18
201, 48.3599, 25
202, 53.9812, 23
203, 68.2288, 29
204, 42.548, 32
205, 49.124, 28
206, 35.495, 24
207, 34.4106, 20
208, 43.6022, 26
209, 45.6433, 18
210, 33.4856, 25
211, 32.173, 25
212, 46.6919, 21
213, 44.5839, 16
214, 45.3971, 20
215, 43.7381, 24
216, 58.108, 20
217, 43.8746, 16
218, 46.1481, 15
219, 41.324, 23
220, 57.2378, 25
221, 41.504, 18
222, 36.8484, 21
223, 48.3775, 20
224, 55.205, 15
225, 35.8413, 15
226, 64.36, 18
227, 48.8925, 18
228, 46.6367, 22
229, 46.4981, 23
230, 59.768, 21
231, 50.2248, 20
232, 47.912, 23
233, 45.8161, 23
234, 51.6618, 25
235, 42.7059, 26
236, 48.8709, 29
237, 66.0032, 24
238, 60.4237, 16
239, 41.614, 15
240, 65.3364, 27
241, 50.8779, 15
242, 35.3929, 24
243, 52.3612, 25
244, 49.8689, 20
245, 48.5, 23
246, 48.7445, 21
247, 43.9955, 19
248, 51.6447, 18
249, 46.7467, 14
250, 39.3413, 24
251, 54.6225, 27
252, 45.8235, 19
253, 56.9371, 17
254, 44.7375, 36
255, 58.1012, 22
256, 38.0849, 20
257, 42.8951, 13
258, 52.6199, 13
259, 45.4911, 21
260, 66.6004, 21
261, 19.1188, 1
262, 53.2152, 22
263, 23.2953, 1
264, 12.312, 1
265, 62.7206, 1
266, 54.8718, 26
267, 41.2491, 35
268, 41.8623, 19
269, 58.4111, 13
270, 37.4429, 17
271, 48.2221, 18
272, 50.0159, 20
273, 35.8809, 20
274, 49.529, 19
275, 48.4745, 20
276, 46.3892, 18
277, 56.479, 24
278, 50.5332, 22
279, 39.8687, 15
280, 55.226, 23
281, 49.8583, 21
282, 45.3473, 20
283, 51.6988, 22
284, 51.4528, 27
285, 50.0491, 20
286, 57.1396, 22
287, 44.1883, 21
288, 52.0568, 26
289, 62.3398, 16
290, 55.2782, 15
291, 40.2133, 20
292, 50.6683, 23
293, 47.8064, 20
294, 61.1333, 20
295, 44.1798, 15
296, 57.7293, 14
297, 69.9937, 23
298, 48.4572, 21
299, 43.1738, 19
300, 47.3447, 19
301, 49.24, 23
302, 61.3064, 18
303, 46.2835, 13
304, 34.5645, 14
305, 39.1742, 21
306, 51.8512, 20
307, 41.9099, 24
308, 42.5246, 16
309, 43.8108, 21
310, 54.6695, 25
311, 41.116, 23
312, 49.5627, 19
313, 52.5748, 19
314, 54.5277, 17
315, 54.4023, 20
316, 52.0935, 19
317, 58.461, 26
318, 45.8463, 26
319, 44.2898, 20
320, 49.7153, 16
321, 70.0042, 20
322, 30.6865, 15
323, 52.5878, 14
324, 36.3854, 22
325, 47.6256, 19
326, 47.4697, 12
327, 45.3813, 20
328, 52.0356, 21
329, 36.8623, 22
330, 47.8468, 28
331, 57.9448, 28
332, 43.0421, 13
