#time, unixtime, spillnum, POT
2025/12/05/6:51, 1764885085, 6701710, 184718462470475.6
2025/12/05/6:51, 1764885086, 6701711, 184956818277770
2025/12/05/6:51, 1764885087, 6701712, 184202278576944.8
2025/12/05/6:51, 1764885089, 6701713, 184898138736294.5
2025/12/05/6:51, 1764885090, 6701714, 184955296144136.8
2025/12/05/6:51, 1764885091, 6701715, 184742132938404.9
2025/12/05/6:51, 1764885093, 6701716, 184861388238678.3
2025/12/05/6:51, 1764885094, 6701717, 184615163774469.6
2025/12/05/6:51, 1764885095, 6701718, 184558651338505.2
2025/12/05/6:51, 1764885097, 6701719, 184777683788329.3
2025/12/05/6:51, 1764885098, 6701720, 184842993640711.7
2025/12/05/6:51, 1764885099, 6701721, 184870353347783.3
2025/12/05/6:51, 1764885101, 6701722, 184877448038443.6
2025/12/05/6:51, 1764885102, 6701723, 184516354082734.8
2025/12/05/6:51, 1764885104, 6701724, 183880992285558.1
2025/12/05/6:51, 1764885105, 6701725, 185045450313268.1
2025/12/05/6:51, 1764885106, 6701726, 185080459386815.3
2025/12/05/6:51, 1764885108, 6701727, 184339335101054
2025/12/05/6:51, 1764885109, 6701728, 184406708863446.8
2025/12/05/6:51, 1764885110, 6701729, 184765235831081.5
2025/12/05/6:51, 1764885112, 6701730, 184411365560407.2
2025/12/05/6:51, 1764885113, 6701731, 184952858150439.1
2025/12/05/6:51, 1764885114, 6701732, 184799393541749.2
2025/12/05/6:51, 1764885116, 6701733, 184406489573009.8
2025/12/05/6:51, 1764885117, 6701734, 184882582014594.9
2025/12/05/6:51, 1764885119, 6701735, 184408476086392.9
2025/12/05/6:52, 1764885120, 6701736, 184396453810585.8
2025/12/05/6:52, 1764885121, 6701737, 184476469021790.4
2025/12/05/6:52, 1764885123, 6701738, 184290149545626.3
2025/12/05/6:52, 1764885124, 6701739, 184002543685717.2
2025/12/05/6:52, 1764885125, 6701740, 184653359009095.3
2025/12/05/6:52, 1764885127, 6701741, 185457587343413.5
2025/12/05/6:52, 1764885128, 6701742, 185332037117609.9
2025/12/05/6:52, 1764885129, 6701743, 185218651061429.9
2025/12/05/6:52, 1764885131, 6701744, 184697668577125
2025/12/05/6:52, 1764885132, 6701745, 184600613208899.2
2025/12/05/6:52, 1764885133, 6701746, 184363379652672.7
2025/12/05/6:52, 1764885135, 6701747, 184749240528503.1
2025/12/05/6:52, 1764885136, 6701748, 184675623438329.7
2025/12/05/6:52, 1764885138, 6701749, 184813595822505.1
2025/12/05/6:52, 1764885139, 6701750, 184952006787559.8
2025/12/05/6:52, 1764885140, 6701751, 185194967694063
2025/12/05/6:52, 1764885142, 6701752, 184978811818816.4
2025/12/05/6:52, 1764885143, 6701753, 185171077935696.8
2025/12/05/6:52, 1764885144, 6701754, 185286695594574.7
2025/12/05/6:52, 1764885146, 6701755, 185225952143089.8
2025/12/05/6:52, 1764885147, 6701756, 185373018630749.6
2025/12/05/6:52, 1764885148, 6701757, 185390703759648.6
2025/12/05/6:52, 1764885150, 6701758, 184143637733782.2
2025/12/05/6:52, 1764885151, 6701759, 185110398981399.1
2025/12/05/6:52, 1764885153, 6701760, 184590487150412.3
2025/12/05/6:52, 1764885154, 6701761, 185377146450768.1
2025/12/05/6:52, 1764885155, 6701762, 185087889462851.3
2025/12/05/6:52, 1764885157, 6701763, 185209002282131.2
2025/12/05/6:52, 1764885158, 6701764, 184900344540118.5
2025/12/05/6:52, 1764885159, 6701765, 184391061845684.6
2025/12/05/6:52, 1764885161, 6701766, 185098196113463.9
2025/12/05/6:52, 1764885162, 6701767, 184513400111533.6
2025/12/05/6:52, 1764885163, 6701768, 184286782792421.8
2025/12/05/6:52, 1764885165, 6701769, 184991350072127
2025/12/05/6:52, 1764885166, 6701770, 184478494233486.7
2025/12/05/6:52, 1764885167, 6701771, 185011834378977.1
2025/12/05/6:52, 1764885169, 6701772, 185075351209538.2
2025/12/05/6:52, 1764885170, 6701773, 185156553169000.3
2025/12/05/6:52, 1764885172, 6701774, 184680925107168.1
2025/12/05/6:52, 1764885173, 6701775, 184820471222726.3
2025/12/05/6:52, 1764885174, 6701776, 184868689320338.9
2025/12/05/6:52, 1764885176, 6701777, 184708542802990.4
2025/12/05/6:52, 1764885177, 6701778, 184305680468452.2
2025/12/05/6:52, 1764885178, 6701779, 185185860691143.8
2025/12/05/6:53, 1764885180, 6701780, 184430121342625.6
2025/12/05/6:53, 1764885181, 6701781, 184885149002668.5
2025/12/05/6:53, 1764885182, 6701782, 184893095056208.3
2025/12/05/6:53, 1764885184, 6701783, 184508485425822.6
2025/12/05/6:53, 1764885185, 6701784, 185306625225610.1
2025/12/05/6:53, 1764885187, 6701785, 184571305686755.8
2025/12/05/6:53, 1764885188, 6701786, 184926156314683.4
2025/12/05/6:53, 1764885189, 6701787, 184894062514024
2025/12/05/6:53, 1764885191, 6701788, 184426251511355.1
2025/12/05/6:53, 1764885192, 6701789, 184622477755568.8
2025/12/05/6:53, 1764885193, 6701790, 184456565189629.5
2025/12/05/6:53, 1764885195, 6701791, 184794375660535.8
2025/12/05/6:53, 1764885196, 6701792, 184407031349387
2025/12/05/6:53, 1764885197, 6701793, 184371906180901.2
2025/12/05/6:53, 1764885199, 6701794, 185035143662653.3
2025/12/05/6:53, 1764885200, 6701795, 184752762074957.7
2025/12/05/6:53, 1764885201, 6701796, 184746338155050.2
2025/12/05/6:53, 1764885203, 6701797, 184999270326790.6
2025/12/05/6:53, 1764885204, 6701798, 184951606904993.8
2025/12/05/6:53, 1764885206, 6701799, 185487720429560.6
2025/12/05/6:53, 1764885207, 6701800, 184324681339982.4
2025/12/05/6:53, 1764885208, 6701801, 184709020082180.6
2025/12/05/6:53, 1764885210, 6701802, 184528363459106.3
2025/12/05/6:53, 1764885211, 6701803, 185094442377132.4
2025/12/05/6:53, 1764885212, 6701804, 184663317374893.7
2025/12/05/6:53, 1764885214, 6701805, 184803405266831.3
2025/12/05/6:53, 1764885215, 6701806, 184871862581978.7
2025/12/05/6:53, 1764885216, 6701807, 185272957693570.5
2025/12/05/6:53, 1764885218, 6701808, 183669506006707.1
2025/12/05/6:53, 1764885219, 6701809, 184612390395394.2
2025/12/05/6:53, 1764885221, 6701810, 185195780358629
2025/12/05/6:53, 1764885222, 6701811, 184614144718901.7
2025/12/05/6:53, 1764885223, 6701812, 184751794617139.4
2025/12/05/6:53, 1764885225, 6701813, 185025649676606.8
2025/12/05/6:53, 1764885226, 6701814, 184620594437683.9
2025/12/05/6:53, 1764885227, 6701815, 185101756358231.8
2025/12/05/6:53, 1764885229, 6701816, 184855970474901.4
2025/12/05/6:53, 1764885230, 6701817, 184054528419096.2
2025/12/05/6:53, 1764885231, 6701818, 184943209371140.4
2025/12/05/6:53, 1764885233, 6701819, 184535380753142
2025/12/05/6:53, 1764885234, 6701820, 184766732165839.1
2025/12/05/6:53, 1764885235, 6701821, 184661369559821.8
2025/12/05/6:53, 1764885237, 6701822, 184906510471274.3
2025/12/05/6:53, 1764885238, 6701823, 184949710687674.2
2025/12/05/6:54, 1764885240, 6701824, 185003849627126.8
2025/12/05/6:54, 1764885241, 6701825, 184648805507635.2
2025/12/05/6:54, 1764885242, 6701826, 184771195371236.2
2025/12/05/6:54, 1764885244, 6701827, 185433039713731.3
2025/12/05/6:54, 1764885245, 6701828, 184464201656668
2025/12/05/6:54, 1764885246, 6701829, 184973329557852
2025/12/05/6:54, 1764885248, 6701830, 184777516095642.3
2025/12/05/6:54, 1764885249, 6701831, 184277624191753.4
2025/12/05/6:54, 1764885250, 6701832, 185286282812574.1
2025/12/05/6:54, 1764885252, 6701833, 185067018172873.4
2025/12/05/6:54, 1764885253, 6701834, 184992098239505.9
2025/12/05/6:54, 1764885255, 6701835, 184950897435929.6
2025/12/05/6:54, 1764885256, 6701836, 184854422542392.7
2025/12/05/6:54, 1764885257, 6701837, 185032189691452.1
2025/12/05/6:54, 1764885259, 6701838, 184871282107287.9
2025/12/05/6:54, 1764885260, 6701839, 184826779047696.4
2025/12/05/6:54, 1764885261, 6701840, 183760072957839.4
2025/12/05/6:54, 1764885263, 6701841, 184358426268648.1
2025/12/05/6:54, 1764885264, 6701842, 185139126028851.5
2025/12/05/6:54, 1764885265, 6701843, 184720049101296
2025/12/05/6:54, 1764885267, 6701844, 185063780414045.7
2025/12/05/6:54, 1764885268, 6701845, 185057562885140.4
2025/12/05/6:54, 1764885269, 6701846, 185020709192022.2
2025/12/05/6:54, 1764885271, 6701847, 185182119854249.8
2025/12/05/6:54, 1764885272, 6701848, 185120537939323.7
2025/12/05/6:54, 1764885274, 6701849, 185030383770194.5
2025/12/05/6:54, 1764885275, 6701850, 184762643044131.3
2025/12/05/6:54, 1764885276, 6701851, 185202075284161.2
2025/12/05/6:54, 1764885278, 6701852, 185093552315941.4
2025/12/05/6:54, 1764885279, 6701853, 184980333952447.2
2025/12/05/6:54, 1764885280, 6701854, 184936424266982.3
2025/12/05/6:54, 1764885282, 6701855, 184347835830410.1
2025/12/05/6:54, 1764885283, 6701856, 184318644403204.2
2025/12/05/6:54, 1764885284, 6701857, 184220711873222.2
2025/12/05/6:54, 1764885286, 6701858, 183927830143350.8
2025/12/05/6:54, 1764885287, 6701859, 184080340193661.1
2025/12/05/6:54, 1764885289, 6701860, 184196602824416.9
2025/12/05/6:54, 1764885290, 6701861, 184105519895783.6
2025/12/05/6:54, 1764885291, 6701862, 184336406928728.4
2025/12/05/6:54, 1764885293, 6701863, 184313974806805.2
2025/12/05/6:54, 1764885294, 6701864, 184590796736912.4
2025/12/05/6:54, 1764885295, 6701865, 184588126553337.5
2025/12/05/6:54, 1764885297, 6701866, 185211466074707.3
2025/12/05/6:54, 1764885298, 6701867, 185555132890267.4
2025/12/05/6:54, 1764885299, 6701868, 185443023878404.9
2025/12/05/6:55, 1764885301, 6701869, 184898474121671.5
2025/12/05/6:55, 1764885302, 6701870, 185826575754910.5
2025/12/05/6:55, 1764885303, 6701871, 185474924187499.1
2025/12/05/6:55, 1764885305, 6701872, 185052583702239.8
2025/12/05/6:55, 1764885306, 6701873, 185279691199977.6
2025/12/05/6:55, 1764885308, 6701874, 184855235206959.4
2025/12/05/6:55, 1764885309, 6701875, 185017355338255.6
2025/12/05/6:55, 1764885310, 6701876, 185666326042062.2
2025/12/05/6:55, 1764885312, 6701877, 185089269702670.3
2025/12/05/6:55, 1764885313, 6701878, 185001179443549.4
2025/12/05/6:55, 1764885314, 6701879, 184687955300638.9
2025/12/05/6:55, 1764885316, 6701880, 185431917462663.1
2025/12/05/6:55, 1764885317, 6701881, 185360906058877.2
2025/12/05/6:55, 1764885318, 6701882, 185265863002910.2
2025/12/05/6:55, 1764885320, 6701883, 185095835516389
2025/12/05/6:55, 1764885321, 6701884, 184736663576878.2
2025/12/05/6:55, 1764885323, 6701885, 184426187014167.9
2025/12/05/6:55, 1764885324, 6701886, 184848166315174.5
2025/12/05/6:55, 1764885325, 6701887, 184857647401783.4
2025/12/05/6:55, 1764885327, 6701888, 184665265189965.5
2025/12/05/6:55, 1764885328, 6701889, 184786648897435.8
2025/12/05/6:55, 1764885329, 6701890, 185020283510581.2
2025/12/05/6:55, 1764885331, 6701891, 184868366834400
2025/12/05/6:55, 1764885332, 6701892, 184910651190730.8
2025/12/05/6:55, 1764885333, 6701893, 184916120552259.1
2025/12/05/6:55, 1764885335, 6701894, 184242215235641.8
2025/12/05/6:55, 1764885336, 6701895, 184869501984904
2025/12/05/6:55, 1764885337, 6701896, 184141238438396.3
2025/12/05/6:55, 1764885339, 6701897, 184021996037560.2
2025/12/05/6:55, 1764885340, 6701898, 184796800754799
2025/12/05/6:55, 1764885342, 6701899, 185000018494170
2025/12/05/6:55, 1764885343, 6701900, 184666619630911
2025/12/05/6:55, 1764885344, 6701901, 183980021267731.7
2025/12/05/6:55, 1764885346, 6701902, 184583508554690.7
2025/12/05/6:55, 1764885347, 6701903, 184492412726619.3
2025/12/05/6:55, 1764885348, 6701904, 184890012090630.3
2025/12/05/6:55, 1764885350, 6701905, 185112811176223.2
2025/12/05/6:55, 1764885351, 6701906, 184970943161901.4
2025/12/05/6:55, 1764885352, 6701907, 184513490407596.5
2025/12/05/6:55, 1764885354, 6701908, 183798990560968.3
2025/12/05/6:55, 1764885355, 6701909, 185161209865960.8
2025/12/05/6:55, 1764885357, 6701910, 184627005458152.5
2025/12/05/6:55, 1764885358, 6701911, 184597194857945.5
2025/12/05/6:55, 1764885359, 6701912, 185041670778060.8
2025/12/05/6:56, 1764885361, 6701913, 185113559343602
2025/12/05/6:56, 1764885362, 6701914, 184695295080612.1
2025/12/05/6:56, 1764885363, 6701915, 185028939033186.1
2025/12/05/6:56, 1764885365, 6701916, 184771259868422.7
2025/12/05/6:56, 1764885366, 6701917, 184954006200382.6
2025/12/05/6:56, 1764885367, 6701918, 185313990804460.1
2025/12/05/6:56, 1764885369, 6701919, 185195948051319.2
2025/12/05/6:56, 1764885370, 6701920, 184823502590554.8
2025/12/05/6:56, 1764885371, 6701921, 184629933630480.8
2025/12/05/6:56, 1764885373, 6701922, 184946214940093.2
2025/12/05/6:56, 1764885374, 6701923, 184536915786210.8
2025/12/05/6:56, 1764885376, 6701924, 184648805507635.1
2025/12/05/6:56, 1764885377, 6701925, 184599310365705.4
2025/12/05/6:56, 1764885378, 6701926, 185273138285696.4
2025/12/05/6:56, 1764885380, 6701927, 183674317496920.1
2025/12/05/6:56, 1764885381, 6701928, 185044805341390.1
2025/12/05/6:56, 1764885382, 6701929, 185037220472101.7
2025/12/05/6:56, 1764885384, 6701930, 185149806763153.5
2025/12/05/6:56, 1764885385, 6701931, 184911567050797.7
2025/12/05/6:56, 1764885386, 6701932, 185157185241440.2
2025/12/05/6:56, 1764885388, 6701933, 184750220885756.8
2025/12/05/6:56, 1764885389, 6701934, 185340653941903.7
2025/12/05/6:56, 1764885391, 6701935, 185155663107807.1
2025/12/05/6:56, 1764885392, 6701936, 185114823488482
2025/12/05/6:56, 1764885393, 6701937, 184831487342406.1
2025/12/05/6:56, 1764885395, 6701938, 184700222665761.1
2025/12/05/6:56, 1764885396, 6701939, 185248951840265.6
2025/12/05/6:56, 1764885397, 6701940, 184993684870326.2
2025/12/05/6:56, 1764885399, 6701941, 185074680438786.7
2025/12/05/6:56, 1764885400, 6701942, 184763352513196.5
2025/12/05/6:56, 1764885401, 6701943, 185049591032724.6
2025/12/05/6:56, 1764885403, 6701944, 185178508011732.7
2025/12/05/6:56, 1764885404, 6701945, 184790557427017.4
2025/12/05/6:56, 1764885405, 6701946, 185162396614216.6
2025/12/05/6:56, 1764885407, 6701947, 184717495012659.8
2025/12/05/6:56, 1764885408, 6701948, 185060078275465.4
2025/12/05/6:56, 1764885410, 6701949, 185376720769329.5
2025/12/05/6:56, 1764885411, 6701950, 185139551710292.6
2025/12/05/6:56, 1764885412, 6701951, 184397550262778.3
2025/12/05/6:56, 1764885414, 6701952, 184794001576846.7
2025/12/05/6:56, 1764885415, 6701953, 184756941492727.9
2025/12/05/6:56, 1764885416, 6701954, 184912908592305.1
2025/12/05/6:56, 1764885418, 6701955, 184859595216856.6
2025/12/05/6:56, 1764885419, 6701956, 184770021522416.1
2025/12/05/6:57, 1764885420, 6701957, 184665768268031.4
2025/12/05/6:57, 1764885422, 6701958, 184936450065858
2025/12/05/6:57, 1764885423, 6701959, 184391577823186
2025/12/05/6:57, 1764885425, 6701960, 185039619767488.1
2025/12/05/6:57, 1764885426, 6701961, 185293674190296.4
2025/12/05/6:57, 1764885427, 6701962, 185010841122286.1
2025/12/05/6:57, 1764885429, 6701963, 184392209895626.2
2025/12/05/6:57, 1764885430, 6701964, 184318824995328.2
2025/12/05/6:57, 1764885431, 6701965, 184634448433626.4
2025/12/05/6:57, 1764885433, 6701966, 184344675468206
2025/12/05/6:57, 1764885434, 6701967, 184380922887760
2025/12/05/6:57, 1764885435, 6701968, 184366643210376.4
2025/12/05/6:57, 1764885437, 6701969, 184567061771796.2
2025/12/05/6:57, 1764885438, 6701970, 184194190629592.9
2025/12/05/6:57, 1764885439, 6701971, 184283983614470.3
2025/12/05/6:57, 1764885441, 6701972, 183976628715651.5
2025/12/05/6:57, 1764885442, 6701973, 184305293485324.8
2025/12/05/6:57, 1764885444, 6701974, 184496437351137.2
2025/12/05/6:57, 1764885445, 6701975, 184791576482585.8
2025/12/05/6:57, 1764885446, 6701976, 184793550096531.5
2025/12/05/6:57, 1764885448, 6701977, 184802811892702.5
2025/12/05/6:57, 1764885449, 6701978, 184445045991885.9
2025/12/05/6:57, 1764885450, 6701979, 184568648402616.2
2025/12/05/6:57, 1764885452, 6701980, 184899080395237.8
2025/12/05/6:57, 1764885453, 6701981, 184491032486798.2
2025/12/05/6:57, 1764885454, 6701982, 184739643346955.9
2025/12/05/6:57, 1764885456, 6701983, 184868586124837.1
2025/12/05/6:57, 1764885457, 6701984, 184524093745273.2
2025/12/05/6:57, 1764885459, 6701985, 184641272236098.2
2025/12/05/6:57, 1764885460, 6701986, 184899918858679.9
2025/12/05/6:57, 1764885461, 6701987, 184312517170361.8
2025/12/05/6:57, 1764885463, 6701988, 185307437890176.1
2025/12/05/6:57, 1764885464, 6701989, 184971497837716.4
2025/12/05/6:57, 1764885465, 6701990, 184706852976669
2025/12/05/6:57, 1764885467, 6701991, 184393022560194.4
2025/12/05/6:57, 1764885468, 6701992, 184453495123490.4
2025/12/05/6:57, 1764885469, 6701993, 185166472836485.2
2025/12/05/6:57, 1764885471, 6701994, 185188182589904.4
2025/12/05/6:57, 1764885472, 6701995, 184813066945566
2025/12/05/6:57, 1764885473, 6701996, 184258262135969.8
2025/12/05/6:57, 1764885475, 6701997, 184997644997657.5
2025/12/05/6:57, 1764885476, 6701998, 184962442432547.4
2025/12/05/6:57, 1764885478, 6701999, 184050800481639.7
2025/12/05/6:57, 1764885479, 6702000, 184973897133105
2025/12/05/6:58, 1764885480, 6702001, 184644406799425.2
2025/12/05/6:58, 1764885482, 6702002, 184959243372032
2025/12/05/6:58, 1764885483, 6702003, 184944009136270.8
2025/12/05/6:58, 1764885484, 6702004, 184987957520048.4
2025/12/05/6:58, 1764885486, 6702005, 184696314136179.5
2025/12/05/6:58, 1764885487, 6702006, 184334768700158.8
2025/12/05/6:58, 1764885488, 6702007, 185143447340434.9
2025/12/05/6:58, 1764885490, 6702008, 185162783597342
2025/12/05/6:58, 1764885491, 6702009, 184877822122133
2025/12/05/6:58, 1764885493, 6702010, 184854087157017.4
2025/12/05/6:58, 1764885494, 6702011, 184752491186769.2
2025/12/05/6:58, 1764885495, 6702012, 185013962786174.9
2025/12/05/6:58, 1764885497, 6702013, 185003127258623.7
2025/12/05/6:58, 1764885498, 6702014, 185353024502526.9
2025/12/05/6:58, 1764885499, 6702015, 184731478002978.9
2025/12/05/6:58, 1764885501, 6702016, 184902524545067.7
2025/12/05/6:58, 1764885502, 6702017, 185565155753253.1
2025/12/05/6:58, 1764885503, 6702018, 184600497113960.4
2025/12/05/6:58, 1764885505, 6702019, 184689954713462.5
2025/12/05/6:58, 1764885506, 6702020, 185084393715270.2
2025/12/05/6:58, 1764885507, 6702021, 184586552821955.1
2025/12/05/6:58, 1764885509, 6702022, 184584424414757.5
2025/12/05/6:58, 1764885510, 6702023, 185343711108605.7
2025/12/05/6:58, 1764885512, 6702024, 184921963997475.2
2025/12/05/6:58, 1764885513, 6702025, 184859995099421.6
2025/12/05/6:58, 1764885514, 6702026, 184484518270828.7
2025/12/05/6:58, 1764885516, 6702027, 185222082311821.8
2025/12/05/6:58, 1764885517, 6702028, 184805043495400.9
2025/12/05/6:58, 1764885518, 6702029, 184767480333217.5
2025/12/05/6:58, 1764885520, 6702030, 184893456240459.7
2025/12/05/6:58, 1764885521, 6702031, 184267562630453.7
2025/12/05/6:58, 1764885522, 6702032, 185110914958900.3
2025/12/05/6:58, 1764885524, 6702033, 185172845158642.9
2025/12/05/6:58, 1764885525, 6702034, 184724692898819.3
2025/12/05/6:58, 1764885527, 6702035, 184430327733626.9
2025/12/05/6:58, 1764885528, 6702036, 185099795643722.2
2025/12/05/6:58, 1764885529, 6702037, 184728717523339.3
2025/12/05/6:58, 1764885531, 6702038, 184607927189996.4
2025/12/05/6:58, 1764885532, 6702039, 184344430378893.1
2025/12/05/6:58, 1764885533, 6702040, 184974426010045.4
2025/12/05/6:58, 1764885535, 6702041, 184309111718843.9
2025/12/05/6:58, 1764885536, 6702042, 185237884122836.5
2025/12/05/6:58, 1764885537, 6702043, 185114023723354.3
2025/12/05/6:58, 1764885539, 6702044, 184653797589972.6
2025/12/05/6:59, 1764885540, 6702045, 184845341338349.2
2025/12/05/6:59, 1764885541, 6702046, 184614325311027.3
2025/12/05/6:59, 1764885543, 6702047, 184508098442695.2
2025/12/05/6:59, 1764885544, 6702048, 184683285704240.6
2025/12/05/6:59, 1764885546, 6702049, 184742777910282.9
2025/12/05/6:59, 1764885547, 6702050, 184460422121461.6
2025/12/05/6:59, 1764885548, 6702051, 184800541591690.5
2025/12/05/6:59, 1764885550, 6702052, 184562172884960.6
2025/12/05/6:59, 1764885551, 6702053, 184937727110177.2
2025/12/05/6:59, 1764885552, 6702054, 185169362310499.5
2025/12/05/6:59, 1764885554, 6702055, 184964570839746.4
2025/12/05/6:59, 1764885555, 6702056, 185239741641845.5
2025/12/05/6:59, 1764885556, 6702057, 185368116844473.8
2025/12/05/6:59, 1764885558, 6702058, 184806552729596.6
2025/12/05/6:59, 1764885559, 6702059, 184744712825917
2025/12/05/6:59, 1764885561, 6702060, 184635016008879.5
2025/12/05/6:59, 1764885562, 6702061, 184881988640465.2
2025/12/05/6:59, 1764885563, 6702062, 184674810773763.7
2025/12/05/6:59, 1764885565, 6702063, 184714399147645.1
2025/12/05/6:59, 1764885566, 6702064, 185576068677432.4
2025/12/05/6:59, 1764885567, 6702065, 185208808790567.9
2025/12/05/6:59, 1764885569, 6702066, 184741410569902.1
2025/12/05/6:59, 1764885570, 6702067, 184698197454064.1
2025/12/05/6:59, 1764885571, 6702068, 185169916986314.6
2025/12/05/6:59, 1764885573, 6702069, 184857711898972.9
2025/12/05/6:59, 1764885574, 6702070, 185184209563136.2
2025/12/05/6:59, 1764885575, 6702071, 185140725559109.1
2025/12/05/6:59, 1764885577, 6702072, 184987041659980.3
2025/12/05/6:59, 1764885578, 6702073, 184818123525090.5
2025/12/05/6:59, 1764885580, 6702074, 184972439496659
2025/12/05/6:59, 1764885581, 6702075, 185259542278504.4
2025/12/05/6:59, 1764885582, 6702076, 184979327796317.6
2025/12/05/6:59, 1764885584, 6702077, 183644365002896.2
2025/12/05/6:59, 1764885585, 6702078, 184896603703224.6
2025/12/05/6:59, 1764885586, 6702079, 185220121597312.3
2025/12/05/6:59, 1764885588, 6702080, 185059742890087.2
2025/12/05/6:59, 1764885589, 6702081, 185104258849119.1
2025/12/05/6:59, 1764885590, 6702082, 184985145442660
2025/12/05/6:59, 1764885592, 6702083, 184511955374527.7
2025/12/05/6:59, 1764885593, 6702084, 185097460845523.1
2025/12/05/6:59, 1764885595, 6702085, 184772794901493.9
2025/12/05/6:59, 1764885596, 6702086, 184659924822813.4
2025/12/05/6:59, 1764885597, 6702087, 184735605822997.5
2025/12/05/6:59, 1764885599, 6702088, 184708839490054.9
2025/12/05/7:00, 1764885600, 6702089, 185244617629245.3
2025/12/05/7:00, 1764885601, 6702090, 185119531783194
2025/12/05/7:00, 1764885603, 6702091, 185102014346982.7
2025/12/05/7:00, 1764885604, 6702092, 184594098992929.8
2025/12/05/7:00, 1764885605, 6702093, 184931483782395
2025/12/05/7:00, 1764885607, 6702094, 185066463497058.3
2025/12/05/7:00, 1764885608, 6702095, 185286411806948.2
2025/12/05/7:00, 1764885609, 6702096, 184541185500044.1
2025/12/05/7:00, 1764885611, 6702097, 184213217299999.8
2025/12/05/7:00, 1764885612, 6702098, 184744067854040.2
2025/12/05/7:00, 1764885614, 6702099, 184978940813190.7
2025/12/05/7:00, 1764885615, 6702100, 185329844213225.2
2025/12/05/7:00, 1764885616, 6702101, 184865877242948.7
2025/12/05/7:00, 1764885618, 6702102, 184740494709835.2
2025/12/05/7:00, 1764885619, 6702103, 184828094790325.9
2025/12/05/7:00, 1764885620, 6702104, 184567397157172.3
2025/12/05/7:00, 1764885622, 6702105, 184591480407104
2025/12/05/7:00, 1764885623, 6702106, 184791576482585.8
2025/12/05/7:00, 1764885624, 6702107, 184956740881145.1
2025/12/05/7:00, 1764885626, 6702108, 184306415736393
2025/12/05/7:00, 1764885627, 6702109, 184760282447056.5
2025/12/05/7:00, 1764885629, 6702110, 183779770398997.8
2025/12/05/7:00, 1764885630, 6702111, 185091049825054.2
2025/12/05/7:00, 1764885631, 6702112, 185354301546843.6
2025/12/05/7:00, 1764885633, 6702113, 184863116763310.9
2025/12/05/7:00, 1764885634, 6702114, 184923692522107.7
2025/12/05/7:00, 1764885635, 6702115, 185024321034539.6
2025/12/05/7:00, 1764885637, 6702116, 185284347896939.9
2025/12/05/7:00, 1764885638, 6702117, 184834841196172.7
2025/12/05/7:00, 1764885639, 6702118, 184434210464332.9
2025/12/05/7:00, 1764885641, 6702119, 185246746036442.8
2025/12/05/7:00, 1764885642, 6702120, 184683130910990.5
2025/12/05/7:00, 1764885643, 6702121, 185071300786144.5
2025/12/05/7:00, 1764885645, 6702122, 184583882638380.1
2025/12/05/7:00, 1764885646, 6702123, 184680086643726.5
2025/12/05/7:00, 1764885648, 6702124, 184364966283493.2
2025/12/05/7:00, 1764885649, 6702125, 184268478490520.9
2025/12/05/7:00, 1764885650, 6702126, 184839484993694.7
2025/12/05/7:00, 1764885652, 6702127, 184628334100222.3
2025/12/05/7:00, 1764885653, 6702128, 184811144929369.8
2025/12/05/7:00, 1764885654, 6702129, 184647425267816.8
2025/12/05/7:00, 1764885656, 6702130, 184629727239479.7
2025/12/05/7:00, 1764885657, 6702131, 184576891143220.5
2025/12/05/7:00, 1764885658, 6702132, 184844876958596.4
2025/12/05/7:01, 1764885660, 6702133, 184888902739000.1
2025/12/05/7:01, 1764885661, 6702134, 184737115057193.2
2025/12/05/7:01, 1764885663, 6702135, 184707252859234.4
2025/12/05/7:01, 1764885664, 6702136, 184795201224540.9
2025/12/05/7:01, 1764885665, 6702137, 185100750202100.1
2025/12/05/7:01, 1764885667, 6702138, 184821154892916.9
2025/12/05/7:01, 1764885668, 6702139, 184902124662502.7
2025/12/05/7:01, 1764885669, 6702140, 184575252914648.7
2025/12/05/7:01, 1764885671, 6702141, 184738572693637
2025/12/05/7:01, 1764885672, 6702142, 185021147772898.8
2025/12/05/7:01, 1764885673, 6702143, 184444478416634
2025/12/05/7:01, 1764885675, 6702144, 184449096415280.8
2025/12/05/7:01, 1764885676, 6702145, 184868702219775.8
2025/12/05/7:01, 1764885677, 6702146, 184749653310504
2025/12/05/7:01, 1764885679, 6702147, 184706001613789.8
2025/12/05/7:01, 1764885680, 6702148, 184674243198510.6
2025/12/05/7:01, 1764885682, 6702149, 184595505031623.2
2025/12/05/7:01, 1764885683, 6702150, 185051951629799.9
2025/12/05/7:01, 1764885684, 6702151, 184556406836369.9
2025/12/05/7:01, 1764885686, 6702152, 185003204655248.5
2025/12/05/7:01, 1764885687, 6702153, 184567152067858.8
2025/12/05/7:01, 1764885688, 6702154, 185089566389733.1
2025/12/05/7:01, 1764885690, 6702155, 185031015842634.9
2025/12/05/7:01, 1764885691, 6702156, 184898719210984.4
2025/12/05/7:01, 1764885692, 6702157, 184858782552290.6
2025/12/05/7:01, 1764885694, 6702158, 184538270227156.2
2025/12/05/7:01, 1764885695, 6702159, 184890076587817.4
2025/12/05/7:01, 1764885697, 6702160, 185351321776767.7
2025/12/05/7:01, 1764885698, 6702161, 184912470011428.6
2025/12/05/7:01, 1764885699, 6702162, 184951465011180.9
