#time, unixtime, spillnum, POT
2025/11/30/1:33, 1764434013, 6404683, 201657281510037.3
2025/11/30/1:33, 1764434015, 6404684, 201230761607008
2025/11/30/1:33, 1764434016, 6404685, 201243532050195.6
2025/11/30/1:33, 1764434017, 6404686, 200566788857315.2
2025/11/30/1:33, 1764434019, 6404687, 200292727406847.9
2025/11/30/1:33, 1764434020, 6404688, 201159182627971.4
2025/11/30/1:33, 1764434021, 6404689, 199990777372367.1
2025/11/30/1:33, 1764434023, 6404690, 200647668330838.2
2025/11/30/1:33, 1764434024, 6404691, 200806047625237.7
2025/11/30/1:33, 1764434026, 6404692, 200845764993496.5
2025/11/30/1:33, 1764434027, 6404693, 201084610979416.6
2025/11/30/1:33, 1764434028, 6404694, 201491239949723.6
2025/11/30/1:33, 1764434030, 6404695, 201114653769502.8
2025/11/30/1:33, 1764434031, 6404696, 201411585922769.8
2025/11/30/1:33, 1764434032, 6404697, 201818975959893.9
2025/11/30/1:33, 1764434034, 6404698, 200167589963045
2025/11/30/1:33, 1764434035, 6404699, 201275200169414.6
2025/11/30/1:33, 1764434036, 6404700, 200871421974808.6
2025/11/30/1:33, 1764434038, 6404701, 199920011057893.9
2025/11/30/1:33, 1764434039, 6404702, 201074910602369.1
2025/11/30/1:34, 1764434041, 6404703, 201173410707602
2025/11/30/1:34, 1764434042, 6404704, 200380766068215.2
2025/11/30/1:34, 1764434043, 6404705, 201222028687779.1
2025/11/30/1:34, 1764434045, 6404706, 200719556896378.5
2025/11/30/1:34, 1764434046, 6404707, 200383526547854.8
2025/11/30/13:07, 1764475628, 6432013, 187979775671843.1
2025/11/30/13:07, 1764475629, 6432014, 187578770856314.1
2025/11/30/13:07, 1764475631, 6432015, 187603653871374.9
2025/11/30/13:07, 1764475632, 6432016, 187542291246885.2
2025/11/30/13:07, 1764475633, 6432017, 187514441361187.9
2025/11/30/13:07, 1764475635, 6432018, 188056978805660.2
2025/11/30/13:07, 1764475636, 6432019, 187466158766387.2
2025/11/30/13:07, 1764475637, 6432020, 187689525427232.1
2025/11/30/13:07, 1764475639, 6432021, 187442372203521.4
2025/11/30/13:07, 1764475640, 6432022, 187166182345854.4
2025/11/30/13:07, 1764475642, 6432023, 187297395424747.8
2025/11/30/13:07, 1764475643, 6432024, 187592147573068
2025/11/30/13:07, 1764475644, 6432025, 187308514739926.6
2025/11/30/13:07, 1764475646, 6432026, 187552636595811.1
2025/11/30/13:07, 1764475647, 6432027, 187650711019604.5
2025/11/30/13:07, 1764475648, 6432028, 187770030817064.4
2025/11/30/13:07, 1764475650, 6432029, 187320472518548.1
2025/11/30/13:07, 1764475651, 6432030, 187672717460088.9
2025/11/30/13:07, 1764475652, 6432031, 187640520463931.5
2025/11/30/13:07, 1764475654, 6432032, 187427357258197.6
2025/11/30/13:07, 1764475655, 6432033, 187865976833661.8
2025/11/30/13:07, 1764475657, 6432034, 187652117058299.9
2025/11/30/13:07, 1764475658, 6432035, 188249257821978.9
2025/11/30/13:07, 1764475659, 6432036, 187155321019425.5
2025/11/30/13:07, 1764475661, 6432037, 187419256411407.2
2025/11/30/13:07, 1764475662, 6432038, 187303716149154.7
2025/11/30/13:07, 1764475663, 6432039, 187001508125921.9
2025/11/30/13:07, 1764475665, 6432040, 187590290054060
2025/11/30/13:07, 1764475666, 6432041, 187304683606969.7
2025/11/30/13:07, 1764475667, 6432042, 186512374352961.4
2025/11/30/13:07, 1764475669, 6432043, 187809619190946.2
2025/11/30/13:07, 1764475670, 6432044, 187644609585637.9
2025/11/30/13:07, 1764475671, 6432045, 187658824765833.4
2025/11/30/13:07, 1764475673, 6432046, 187911589244883.9
2025/11/30/13:07, 1764475674, 6432047, 188293244904067.7
2025/11/30/13:07, 1764475676, 6432048, 187239077067524.8
2025/11/30/13:07, 1764475677, 6432049, 187514312366811.4
2025/11/30/13:07, 1764475678, 6432050, 187938665164330.8
2025/11/30/13:08, 1764475680, 6432051, 187310410957247.8
2025/11/30/13:08, 1764475681, 6432052, 187782491673752.2
2025/11/30/13:08, 1764475682, 6432053, 187625531317482.3
2025/11/30/13:08, 1764475684, 6432054, 187382441416602.5
2025/11/30/13:08, 1764475685, 6432055, 187998995833813.3
2025/11/30/13:08, 1764475686, 6432056, 187717620402246.5
2025/11/30/13:08, 1764475688, 6432057, 187855734680234.9
2025/11/30/13:08, 1764475689, 6432058, 187244094948737.2
2025/11/30/13:08, 1764475691, 6432059, 187800654081840.9
2025/11/30/13:08, 1764475692, 6432060, 187569831546083.4
2025/11/30/13:08, 1764475693, 6432061, 187750255979279.6
2025/11/30/13:08, 1764475695, 6432062, 188180078138326.2
2025/11/30/13:08, 1764475696, 6432063, 187869472581241.4
2025/11/30/13:08, 1764475697, 6432064, 187966837535968.7
2025/11/30/13:08, 1764475699, 6432065, 187434542244920.7
2025/11/30/13:08, 1764475700, 6432066, 187697574676271.8
2025/11/30/13:08, 1764475701, 6432067, 187591941182067.8
2025/11/30/13:08, 1764475703, 6432068, 188138438753871.1
2025/11/30/13:08, 1764475704, 6432069, 188245271895769.9
2025/11/30/13:08, 1764475705, 6432070, 187533093947903.2
2025/11/30/13:08, 1764475707, 6432071, 187757015284563
2025/11/30/13:08, 1764475708, 6432072, 187597178353718.7
2025/11/30/13:08, 1764475710, 6432073, 187777344798162.7
2025/11/30/13:08, 1764475711, 6432074, 187330908163536.8
2025/11/30/13:08, 1764475712, 6432075, 187957562840359.5
2025/11/30/13:08, 1764475714, 6432076, 188000659861257.6
2025/11/30/13:08, 1764475715, 6432077, 188135188095606.7
2025/11/30/13:08, 1764475716, 6432078, 188446064540879.6
2025/11/30/13:08, 1764475718, 6432079, 187888705642648.4
2025/11/30/13:08, 1764475719, 6432080, 187473627540737.3
2025/11/30/13:08, 1764475720, 6432081, 188261989566851.8
2025/11/30/13:08, 1764475722, 6432082, 188131227968274.2
2025/11/30/13:08, 1764475723, 6432083, 187683166004514.3
2025/11/30/13:08, 1764475725, 6432084, 187928010228903
2025/11/30/13:08, 1764475726, 6432085, 188116974089767.1
2025/11/30/13:08, 1764475727, 6432086, 187867744056607.3
2025/11/30/13:08, 1764475729, 6432087, 188086608813743
2025/11/30/13:08, 1764475730, 6432088, 188717339712835.8
2025/11/30/13:08, 1764475731, 6432089, 188434854929638.4
2025/11/30/13:08, 1764475733, 6432090, 187255562548730.2
2025/11/30/13:08, 1764475734, 6432091, 187992920198721.4
2025/11/30/13:08, 1764475735, 6432092, 187919844884924.2
2025/11/30/13:08, 1764475737, 6432093, 188075515297439.1
2025/11/30/13:08, 1764475738, 6432094, 187815759323225.8
2025/11/30/17:23, 1764491011, 6441429, 188048039495427.8
2025/11/30/17:24, 1764491041, 6441430, 187544303559146.2
2025/11/30/17:24, 1764491042, 6441431, 187536873483110.5
2025/11/30/17:24, 1764491044, 6441432, 187379784132464.8
2025/11/30/17:24, 1764491045, 6441433, 188060177866175.9
2025/11/30/17:24, 1764491046, 6441434, 187478142343883.4
2025/11/30/17:24, 1764491048, 6441435, 188325222609787
2025/11/30/17:24, 1764491049, 6441436, 187052938183485.7
2025/11/30/17:24, 1764491050, 6441437, 187052254513296.3
2025/11/30/17:24, 1764491052, 6441438, 187110443876143.3
2025/11/30/17:24, 1764491053, 6441439, 187062625661097.6
2025/11/30/17:24, 1764491054, 6441440, 187386414443371.3
2025/11/30/17:24, 1764491056, 6441441, 187783149545068.1
2025/11/30/17:24, 1764491057, 6441442, 187307250595045.3
2025/11/30/17:24, 1764491059, 6441443, 187126426279283.5
2025/11/30/17:24, 1764491060, 6441444, 187734815352516.9
2025/11/30/17:24, 1764491061, 6441445, 187803130773851.6
2025/11/30/17:24, 1764491063, 6441446, 187627904813993.6
2025/11/30/17:24, 1764491064, 6441447, 187704669366933.4
2025/11/30/17:24, 1764491065, 6441448, 187432362239973
2025/11/30/17:24, 1764491067, 6441449, 187840900327037.1
2025/11/30/17:24, 1764491068, 6441450, 188157091340588.8
2025/11/30/17:24, 1764491069, 6441451, 187448538134677.4
2025/11/30/17:24, 1764491071, 6441452, 187471679725665.2
2025/11/30/17:24, 1764491072, 6441453, 187403274008267.4
2025/11/30/17:24, 1764491073, 6441454, 186715721086707.3
2025/11/30/17:24, 1764491075, 6441455, 187856328054364.5
2025/11/30/17:24, 1764491076, 6441456, 187512235557362.8
2025/11/30/17:24, 1764491078, 6441457, 187712228437343.6
2025/11/30/17:24, 1764491079, 6441458, 187146949284447.9
2025/11/30/17:24, 1764491080, 6441459, 187436877043119.7
2025/11/30/17:24, 1764491082, 6441460, 187689976907547.3
2025/11/30/17:24, 1764491083, 6441461, 187439198941881.2
2025/11/30/17:24, 1764491084, 6441462, 187208969780250.5
2025/11/30/17:24, 1764491086, 6441463, 187821873656631.3
2025/11/30/17:24, 1764491087, 6441464, 187990379009520.8
2025/11/30/17:24, 1764491088, 6441465, 187567806334385.6
2025/11/30/17:24, 1764491090, 6441466, 187105103508991.5
2025/11/30/17:24, 1764491091, 6441467, 187647628054028.4
2025/11/30/17:24, 1764491093, 6441468, 186569067381050.4
2025/11/30/17:24, 1764491094, 6441469, 186863574440058.8
2025/11/30/17:24, 1764491095, 6441470, 186455152447930.7
2025/11/30/17:24, 1764491097, 6441471, 187421397718042.6
2025/11/30/17:24, 1764491098, 6441472, 187511603484922.4
2025/11/30/17:24, 1764491099, 6441473, 186960668506597.2
2025/11/30/17:25, 1764491101, 6441474, 186875390324866.7
2025/11/30/17:25, 1764491102, 6441475, 186530781850364.3
2025/11/30/17:25, 1764491103, 6441476, 187428608503640.7
2025/11/30/17:25, 1764491105, 6441477, 187481638091464.6
2025/11/30/17:25, 1764491106, 6441478, 187279748994161.8
2025/11/30/17:25, 1764491107, 6441479, 187228873612412.8
2025/11/30/17:25, 1764491109, 6441480, 187746347449700.1
2025/11/30/17:25, 1764491110, 6441481, 188030083478339.6
2025/11/30/17:25, 1764491112, 6441482, 187785548840453.2
2025/11/30/17:25, 1764491113, 6441483, 187310643147124.4
2025/11/30/17:25, 1764491114, 6441484, 187390348771829.5
2025/11/30/17:25, 1764491116, 6441485, 187807748772499.8
2025/11/30/17:25, 1764491117, 6441486, 187680057240061.3
2025/11/30/17:25, 1764491118, 6441487, 187180087939546.8
2025/11/30/17:25, 1764491120, 6441488, 187742761406057.3
2025/11/30/17:25, 1764491121, 6441489, 187661417552783.8
2025/11/30/17:25, 1764491122, 6441490, 187558247851151.5
2025/11/30/17:25, 1764491124, 6441491, 187728288237110.5
2025/11/30/17:25, 1764491125, 6441492, 186985577320531.7
2025/11/30/17:25, 1764491127, 6441493, 188194718999960.3
2025/11/30/17:25, 1764491128, 6441494, 187337228887942.1
2025/11/30/17:25, 1764491129, 6441495, 187134372332823.7
2025/11/30/17:25, 1764491131, 6441496, 187296802050619
2025/11/30/17:25, 1764491132, 6441497, 187534022707406.8
2025/11/30/17:25, 1764491133, 6441498, 186300823576924.2
2025/11/30/17:25, 1764491135, 6441499, 187616617806126.4
2025/11/30/17:25, 1764491136, 6441500, 187655019431751.3
2025/11/30/17:25, 1764491137, 6441501, 187946301631367.6
2025/11/30/17:25, 1764491139, 6441502, 187818506903427
2025/11/30/17:25, 1764491140, 6441503, 187660849977529.1
2025/11/30/17:25, 1764491141, 6441504, 187901940465588
2025/11/30/17:25, 1764491143, 6441505, 187349186666563.6
2025/11/30/17:25, 1764491144, 6441506, 187518994862647.7
2025/11/30/17:25, 1764491146, 6441507, 187352089040014.9
2025/11/30/17:25, 1764491147, 6441508, 187595553024585.4
2025/11/30/17:25, 1764491148, 6441509, 187279761893599.2
2025/11/30/17:25, 1764491150, 6441510, 187338312440697.6
2025/11/30/17:25, 1764491151, 6441511, 187773062184893.7
2025/11/30/17:25, 1764491152, 6441512, 187320807903924.7
2025/11/30/17:25, 1764491154, 6441513, 187929158278845.4
2025/11/30/17:25, 1764491155, 6441514, 187370831922796.5
2025/11/30/17:25, 1764491156, 6441515, 187416263741893.7
2025/11/30/17:25, 1764491158, 6441516, 187225597155270.7
2025/11/30/17:25, 1764491159, 6441517, 187367052387589.8
2025/11/30/17:26, 1764491161, 6441518, 187789637962162.3
2025/11/30/17:26, 1764491162, 6441519, 186934843832594.4
2025/11/30/17:26, 1764491163, 6441520, 188002543179142.9
2025/11/30/17:26, 1764491165, 6441521, 187283876814182.2
2025/11/30/17:26, 1764491166, 6441522, 187281155032856
2025/11/30/17:26, 1764491167, 6441523, 187303238869964
2025/11/30/17:26, 1764491169, 6441524, 187553758846880.2
2025/11/30/17:26, 1764491170, 6441525, 187373321514245.3
2025/11/30/17:26, 1764491171, 6441526, 187988508591074.6
2025/11/30/17:26, 1764491173, 6441527, 187514209171311.8
2025/11/30/17:26, 1764491174, 6441528, 187385382488367.1
2025/11/30/17:26, 1764491175, 6441529, 187282870658052.2
2025/11/30/17:26, 1764491177, 6441530, 187081355644437.7
2025/11/30/17:26, 1764491178, 6441531, 187866260621287.9
2025/11/30/17:26, 1764491180, 6441532, 187625724809045.4
2025/11/30/17:26, 1764491181, 6441533, 187871471994061.7
2025/11/30/17:26, 1764491182, 6441534, 187690247795736
2025/11/30/17:26, 1764491184, 6441535, 187559047616281.5
2025/11/30/17:26, 1764491185, 6441536, 188033411533231.3
2025/11/30/17:26, 1764491186, 6441537, 187546599659032.5
2025/11/30/17:26, 1764491188, 6441538, 187640584961117.4
2025/11/30/17:26, 1764491189, 6441539, 187700219060971.9
2025/11/30/17:26, 1764491190, 6441540, 187054344222181.7
2025/11/30/17:26, 1764491192, 6441541, 187276472537019.4
2025/11/30/17:26, 1764491193, 6441542, 187619081598699.4
2025/11/30/17:26, 1764491195, 6441543, 188282164287202.2
2025/11/30/17:26, 1764491196, 6441544, 186760224146300.5
2025/11/30/17:26, 1764491197, 6441545, 187580821866888.1
2025/11/30/17:26, 1764491199, 6441546, 187355146206717.9
2025/11/30/17:26, 1764491200, 6441547, 186957572641580.6
2025/11/30/17:26, 1764491201, 6441548, 187585749452036.2
2025/11/30/17:26, 1764491203, 6441549, 187675078057162.2
2025/11/30/17:26, 1764491204, 6441550, 187272680102377
2025/11/30/17:26, 1764491205, 6441551, 187742813003807.1
2025/11/30/17:26, 1764491207, 6441552, 187320588613487.6
2025/11/30/17:26, 1764491208, 6441553, 187857759891932.8
2025/11/30/17:26, 1764491209, 6441554, 187386220951807.7
2025/11/30/17:26, 1764491211, 6441555, 187699341899218.9
2025/11/30/17:26, 1764491212, 6441556, 187591309109627.4
2025/11/30/17:26, 1764491214, 6441557, 187570502316837.7
2025/11/30/17:26, 1764491215, 6441558, 187668396148503.7
2025/11/30/17:26, 1764491216, 6441559, 187383976449672.9
2025/11/30/17:26, 1764491218, 6441560, 187678754396867.5
2025/11/30/17:26, 1764491219, 6441561, 187950352054761.4
2025/11/30/17:27, 1764491220, 6441562, 186209482659537.7
2025/11/30/17:27, 1764491222, 6441563, 187246752232873.2
2025/11/30/17:27, 1764491223, 6441564, 187057839969760
2025/11/30/17:27, 1764491224, 6441565, 187551243456555.7
2025/11/30/17:27, 1764491226, 6441566, 187735679614835.5
2025/11/30/17:27, 1764491227, 6441567, 187683217602264
2025/11/30/17:27, 1764491229, 6441568, 186996296753146.3
2025/11/30/17:27, 1764491230, 6441569, 187579699615818.8
2025/11/30/17:27, 1764491231, 6441570, 187299111049943.3
2025/11/30/17:27, 1764491233, 6441571, 187226267926023.2
2025/11/30/17:27, 1764491234, 6441572, 187466855336016.6
2025/11/30/17:27, 1764491235, 6441573, 187927081469398.5
2025/11/30/17:27, 1764491237, 6441574, 186761797877683
2025/11/30/17:27, 1764491238, 6441575, 187181726168118.9
2025/11/30/17:27, 1764491239, 6441576, 186848843282360.4
2025/11/30/17:27, 1764491241, 6441577, 187782659366438.8
2025/11/30/17:27, 1764491242, 6441578, 187631490857635.2
2025/11/30/17:27, 1764491243, 6441579, 187459709047606.9
2025/11/30/17:27, 1764491245, 6441580, 187186911742019.7
2025/11/30/17:27, 1764491246, 6441581, 187884900308565.4
2025/11/30/17:27, 1764491248, 6441582, 187482605549280.2
2025/11/30/17:27, 1764491249, 6441583, 187245139803179
2025/11/30/17:27, 1764491250, 6441584, 187733602805387.7
2025/11/30/17:27, 1764491252, 6441585, 187313403626763.8
2025/11/30/17:27, 1764491253, 6441586, 187703134333861.7
2025/11/30/17:27, 1764491254, 6441587, 187440824271014.4
2025/11/30/17:27, 1764491256, 6441588, 187770417800192.7
2025/11/30/17:27, 1764491257, 6441589, 187229583081477.1
2025/11/30/17:27, 1764491258, 6441590, 187643358340194.8
2025/11/30/17:27, 1764491260, 6441591, 187648569712968.9
2025/11/30/17:27, 1764491261, 6441592, 187574346349229.8
2025/11/30/17:27, 1764491263, 6441593, 187395340854164.9
2025/11/30/17:27, 1764491264, 6441594, 188014449360012.9
2025/11/30/17:27, 1764491265, 6441595, 187456600283152.8
2025/11/30/17:27, 1764491267, 6441596, 187081523337127.5
2025/11/30/17:27, 1764491268, 6441597, 186929374471068.5
2025/11/30/17:27, 1764491269, 6441598, 187714537436667.6
2025/11/30/17:27, 1764491271, 6441599, 187219844006117.8
2025/11/30/17:27, 1764491272, 6441600, 187715130810796.8
2025/11/30/17:27, 1764491273, 6441601, 187744064249251.2
2025/11/30/17:27, 1764491275, 6441602, 187155488712114.6
2025/11/30/17:27, 1764491276, 6441603, 186989795436614.3
2025/11/30/17:27, 1764491277, 6441604, 187533919511906.8
2025/11/30/17:27, 1764491279, 6441605, 187420623751790.2
2025/11/30/17:28, 1764491280, 6441606, 186981307606696.7
2025/11/30/17:28, 1764491282, 6441607, 187384311835048.5
2025/11/30/17:28, 1764491283, 6441608, 187187053635831.5
2025/11/30/17:28, 1764491284, 6441609, 187426673588007.4
2025/11/30/17:28, 1764491286, 6441610, 187593734203888.9
2025/11/30/17:28, 1764491287, 6441611, 187908532078182.2
2025/11/30/17:28, 1764491288, 6441612, 187388491252819
2025/11/30/17:28, 1764491290, 6441613, 187711106186275.6
2025/11/30/17:28, 1764491291, 6441614, 187896006724308.5
2025/11/30/17:28, 1764491292, 6441615, 187131560255434.2
2025/11/30/17:28, 1764491294, 6441616, 186711928652065.1
2025/11/30/17:28, 1764491295, 6441617, 188229973162821.9
2025/11/30/17:28, 1764491297, 6441618, 187444913392720.9
2025/11/30/17:28, 1764491298, 6441619, 187153850483544.7
2025/11/30/17:28, 1764491299, 6441620, 187766612466110.4
2025/11/30/17:28, 1764491301, 6441621, 187378623183084.5
2025/11/30/17:28, 1764491302, 6441622, 187106341854997.7
2025/11/30/17:28, 1764491303, 6441623, 187470041497094
2025/11/30/17:28, 1764491305, 6441624, 188461066586765.7
2025/11/30/17:28, 1764491306, 6441625, 188017158241902.8
2025/11/30/17:28, 1764491307, 6441626, 187913769249832.6
2025/11/30/17:28, 1764491309, 6441627, 187039522768421.3
2025/11/30/17:28, 1764491310, 6441628, 187835005284070.5
2025/11/30/17:28, 1764491311, 6441629, 187710990091338.9
2025/11/30/17:28, 1764491313, 6441630, 187457993422410.5
2025/11/30/17:28, 1764491314, 6441631, 187547154334847.3
2025/11/30/17:28, 1764491316, 6441632, 187610529271596.7
2025/11/30/17:28, 1764491317, 6441633, 186490587202916.2
2025/11/30/17:28, 1764491318, 6441634, 187563639816052.6
2025/11/30/17:28, 1764491320, 6441635, 187681695468631.3
2025/11/30/17:28, 1764491321, 6441636, 187728572024736.5
2025/11/30/17:28, 1764491322, 6441637, 187572940310536.3
2025/11/30/17:28, 1764491324, 6441638, 188184902527975.8
2025/11/30/17:28, 1764491325, 6441639, 187628691679684.9
2025/11/30/17:28, 1764491326, 6441640, 187254801481913.7
2025/11/30/17:28, 1764491328, 6441641, 187773629760144.9
2025/11/30/17:28, 1764491329, 6441642, 188044827535475.3
2025/11/30/17:28, 1764491331, 6441643, 187669634494510.1
2025/11/30/17:28, 1764491332, 6441644, 187456509987089.3
2025/11/30/17:28, 1764491333, 6441645, 187955124846661.1
2025/11/30/17:28, 1764491335, 6441646, 187379680936963
2025/11/30/17:28, 1764491336, 6441647, 187190704176663.2
2025/11/30/17:28, 1764491337, 6441648, 187562981944738.2
2025/11/30/17:28, 1764491339, 6441649, 187735176536770.3
2025/11/30/17:29, 1764491340, 6441650, 187655406414877.1
2025/11/30/17:29, 1764491341, 6441651, 186916475033505.6
2025/11/30/17:29, 1764491343, 6441652, 187626447177548
2025/11/30/17:29, 1764491344, 6441653, 187593218226386.4
2025/11/30/17:29, 1764491345, 6441654, 187246481344685.4
2025/11/30/17:29, 1764491347, 6441655, 187976666907390.2
2025/11/30/17:29, 1764491348, 6441656, 187119886264439.2
2025/11/30/17:29, 1764491350, 6441657, 187584330513905.3
2025/11/30/17:29, 1764491351, 6441658, 187012640340539.5
2025/11/30/17:29, 1764491352, 6441659, 187682263043886
2025/11/30/17:29, 1764491354, 6441660, 187767115544176.5
2025/11/30/17:29, 1764491355, 6441661, 187757118480065.7
2025/11/30/17:29, 1764491356, 6441662, 187504857079078.1
2025/11/30/17:29, 1764491358, 6441663, 188217293015696.4
2025/11/30/17:29, 1764491359, 6441664, 187458973779665.9
2025/11/30/17:29, 1764491360, 6441665, 187414354625134.1
2025/11/30/17:29, 1764491362, 6441666, 187645731836705
2025/11/30/17:29, 1764491363, 6441667, 187403970577896.4
2025/11/30/17:29, 1764491365, 6441668, 187517885511017
2025/11/30/17:29, 1764491366, 6441669, 187266372277406.9
2025/11/30/17:29, 1764491367, 6441670, 187953164132150.2
2025/11/30/17:29, 1764491369, 6441671, 187716265961301.8
2025/11/30/17:29, 1764491370, 6441672, 187693937034880.9
2025/11/30/17:29, 1764491371, 6441673, 187534577383223.9
2025/11/30/17:29, 1764491373, 6441674, 188198408239104.1
2025/11/30/17:29, 1764491374, 6441675, 187022856695089.2
2025/11/30/17:29, 1764491375, 6441676, 187447583576297.1
2025/11/30/17:29, 1764491377, 6441677, 187137184410212.8
2025/11/30/17:29, 1764491378, 6441678, 187119795968377
2025/11/30/17:29, 1764491379, 6441679, 187171058333253.9
2025/11/30/17:29, 1764491381, 6441680, 187122633844641.9
2025/11/30/17:29, 1764491382, 6441681, 188055804956842.9
2025/11/30/17:29, 1764491384, 6441682, 187502767370191.2
2025/11/30/17:29, 1764491385, 6441683, 187669931181573.8
2025/11/30/17:29, 1764491386, 6441684, 187341756590528.4
2025/11/30/17:29, 1764491388, 6441685, 187738981870849.9
2025/11/30/17:29, 1764491389, 6441686, 187498136472107.8
2025/11/30/17:29, 1764491390, 6441687, 187444139426466.2
2025/11/30/17:29, 1764491392, 6441688, 187247229512064.2
2025/11/30/17:29, 1764491393, 6441689, 187865693046035.6
2025/12/01/1:04, 1764518664, 6461693, 187883855454122.8
2025/12/02/16:40, 1764661230, 6559517, 188208495599278.5
2025/12/02/16:41, 1764661280, 6559518, 188319404963447.6
2025/12/05/6:24, 1764883474, 6700526, 184892811268581.8
2025/12/05/6:24, 1764883476, 6700527, 184434326559271.4
2025/12/05/6:24, 1764883477, 6700528, 184094000698040.2
2025/12/05/6:24, 1764883478, 6700529, 184094619871042.2
2025/12/05/6:24, 1764883480, 6700530, 185279536406727.3
2025/12/05/6:24, 1764883481, 6700531, 185840997326106.1
2025/12/05/6:24, 1764883482, 6700532, 184780624860092.8
2025/12/05/6:24, 1764883484, 6700533, 184997412807782.2
2025/12/05/6:24, 1764883485, 6700534, 184880698696709.3
2025/12/05/6:24, 1764883487, 6700535, 184531665715123.7
2025/12/05/6:24, 1764883488, 6700536, 183872568952828.1
2025/12/05/6:24, 1764883489, 6700537, 182784011215741.9
2025/12/05/6:24, 1764883491, 6700538, 184548151196329.9
2025/12/05/6:24, 1764883492, 6700539, 185002804772682.4
2025/12/05/6:24, 1764883493, 6700540, 184654184573098.4
2025/12/05/6:24, 1764883495, 6700541, 184788738606320.7
2025/12/05/6:24, 1764883496, 6700542, 184721790525368.6
2025/12/05/6:24, 1764883497, 6700543, 184615357266032.7
2025/12/05/6:24, 1764883499, 6700544, 184506395716936.8
2025/12/05/6:25, 1764883500, 6700545, 184069956146421.2
2025/12/05/6:25, 1764883501, 6700546, 184294470857211.1
2025/12/05/6:25, 1764883503, 6700547, 184998676952662.5
2025/12/05/6:25, 1764883504, 6700548, 185300149707954.6
2025/12/05/6:25, 1764883506, 6700549, 184342972742448.8
2025/12/05/6:25, 1764883507, 6700550, 183879096068235.5
2025/12/05/6:25, 1764883508, 6700551, 184472276704582.2
2025/12/05/6:25, 1764883510, 6700552, 184749872600942.5
2025/12/05/6:25, 1764883511, 6700553, 184693953539107
2025/12/05/6:25, 1764883512, 6700554, 184439550831485
2025/12/05/6:25, 1764883514, 6700555, 184625031844205
2025/12/05/6:25, 1764883515, 6700556, 184554897602174.3
2025/12/05/6:25, 1764883516, 6700557, 183920812849315.9
2025/12/05/6:25, 1764883518, 6700558, 184790054348952.2
2025/12/05/6:25, 1764883519, 6700559, 183761853080223.5
2025/12/05/6:25, 1764883521, 6700560, 184759534279678.9
2025/12/05/6:25, 1764883522, 6700561, 184436945145097.2
2025/12/05/6:25, 1764883523, 6700562, 184326203473616.6
2025/12/05/6:25, 1764883525, 6700563, 184584385716443.5
2025/12/05/6:25, 1764883526, 6700564, 184609823407319.3
2025/12/05/6:25, 1764883527, 6700565, 184978734422191.2
2025/12/05/6:25, 1764883529, 6700566, 184313820013555.7
2025/12/05/6:25, 1764883530, 6700567, 184522274924577.9
2025/12/05/6:25, 1764883531, 6700568, 185090559646426.2
2025/12/05/6:25, 1764883533, 6700569, 184688858261269.7
2025/12/05/6:25, 1764883534, 6700570, 184730768533911.3
2025/12/05/6:25, 1764883535, 6700571, 184228090351509.9
2025/12/05/6:25, 1764883537, 6700572, 184565668632540.5
2025/12/05/6:25, 1764883538, 6700573, 184776690531637.8
2025/12/05/6:25, 1764883540, 6700574, 184460757506838.6
2025/12/05/6:25, 1764883541, 6700575, 184742210335029.9
2025/12/05/6:25, 1764883542, 6700576, 185290423532030.7
2025/12/05/6:25, 1764883544, 6700577, 184622619649380.9
2025/12/05/6:25, 1764883545, 6700578, 184835305575924.9
2025/12/05/6:25, 1764883546, 6700579, 184964209655494.7
2025/12/05/6:25, 1764883548, 6700580, 184968208481139.5
2025/12/05/6:25, 1764883549, 6700581, 184163554465379.8
2025/12/05/6:25, 1764883550, 6700582, 184991659658629.4
2025/12/05/6:25, 1764883552, 6700583, 184740107726708.7
2025/12/05/6:25, 1764883553, 6700584, 184714179857204.5
2025/12/05/6:25, 1764883555, 6700585, 184983932895529.1
2025/12/05/6:25, 1764883556, 6700586, 185313990804459.1
2025/12/05/6:25, 1764883557, 6700587, 184532736368440.2
2025/12/05/6:25, 1764883559, 6700588, 185127413339544.5
2025/12/05/6:26, 1764883560, 6700589, 184534580988011.6
2025/12/05/6:26, 1764883561, 6700590, 185055137790878.4
2025/12/05/6:26, 1764883563, 6700591, 184446155343517.2
2025/12/05/6:26, 1764883564, 6700592, 184798464782244.7
2025/12/05/6:26, 1764883565, 6700593, 185449241407310.7
2025/12/05/6:26, 1764883567, 6700594, 184475759552723.5
2025/12/05/6:26, 1764883568, 6700595, 184721764726492.9
2025/12/05/6:26, 1764883569, 6700596, 184754813085530.4
2025/12/05/6:26, 1764883571, 6700597, 184730587941785.6
2025/12/05/6:26, 1764883572, 6700598, 184976606014993.7
2025/12/05/6:26, 1764883574, 6700599, 184731787589478.8
2025/12/05/6:26, 1764883575, 6700600, 184254572896826.3
2025/12/05/6:26, 1764883576, 6700601, 184538670109718.9
2025/12/05/6:26, 1764883578, 6700602, 185359009841554.5
2025/12/05/6:26, 1764883579, 6700603, 183523123189239.9
2025/12/05/6:26, 1764883580, 6700604, 184786700495185.9
2025/12/05/6:26, 1764883582, 6700605, 184882324025843.4
2025/12/05/6:26, 1764883583, 6700606, 184851223481878.1
2025/12/05/6:26, 1764883584, 6700607, 184839949373447.4
