#time, delivered spill, recorded spill, delivered POT, recorded POT, efficiency[%]
2025/12/10/8:00,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/8:10,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/8:20,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/8:30,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/8:40,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/8:50,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/9:00,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/9:10,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/9:20,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/9:30,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/9:40,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/9:50,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/10:00,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/10:10,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/10:20,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/10:30,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/10:40,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/10:50,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/11:00,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/11:10,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/11:20,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/11:30,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/11:40,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/11:50,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/12:00,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/12:10,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/12:20,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/12:30,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/12:40,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/12:50,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/13:00,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/13:10,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/13:20,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/13:30,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/13:40,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/13:50,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/14:00,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/14:10,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/14:20,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/14:30,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/14:40,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/14:50,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/15:00,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/15:10,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/15:20,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/15:30,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/15:40,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/15:50,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/16:00,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/16:10,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/16:20,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/16:30,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/16:40,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/16:50,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/17:00,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/17:10,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/17:20,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/17:30,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/17:40,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/17:50,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/18:00,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/18:10,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/18:20,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/18:30,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/18:40,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/18:50,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/19:00,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/19:10,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/19:20,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/19:30,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/19:40,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/19:50,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/20:00,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/20:10,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/20:20,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/20:30,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/20:40,494818,490077,9.424749064012161e+19,9.162717982352592e+19,97.21975534966634
2025/12/10/20:50,494820,490079,9.424752978990023e+19,9.162721897330454e+19,97.21975650456093
2025/12/10/21:00,494827,490086,9.424879380938311e+19,9.162848299278742e+19,97.21979379184923
2025/12/10/21:10,494830,490089,9.42493946579089e+19,9.162908384131321e+19,97.21981151591852
2025/12/10/21:20,494953,490212,9.427397381088507e+19,9.165366299428938e+19,97.22053636791415
2025/12/10/21:30,495062,490321,9.429576186785315e+19,9.167545105125746e+19,97.2211785930869
2025/12/10/21:40,495066,490325,9.42965617318151e+19,9.167625091521941e+19,97.22120216424432
2025/12/10/21:50,495312,490571,9.434572279445055e+19,9.172541197785484e+19,97.22265012235421
2025/12/10/22:00,495753,491012,9.443382545777235e+19,9.181351464117664e+19,97.22524126932947
2025/12/10/22:10,496194,491453,9.452192275201288e+19,9.190161193541717e+19,97.22782742848943
2025/12/10/22:20,496635,491894,9.461002046983224e+19,9.198970965323653e+19,97.23040878378075
2025/12/10/22:30,497076,492335,9.469811499048719e+19,9.207780417389149e+19,97.23298524278026
2025/12/10/22:40,497518,492777,9.478641799515449e+19,9.216610717855878e+19,97.23556299307602
2025/12/10/22:50,497959,493218,9.487453494882135e+19,9.225422413222565e+19,97.23813052890409
2025/12/10/23:00,498400,493659,9.496267279793906e+19,9.234236198134335e+19,97.24069390699313
2025/12/10/23:10,498841,494100,9.505077700341439e+19,9.243046618681868e+19,97.24325155542749
2025/12/10/23:20,499282,494541,9.513889861001155e+19,9.251858779341585e+19,97.24580497054444
2025/12/10/23:30,499723,494982,9.522699273820111e+19,9.26066819216054e+19,97.24835286587334
2025/12/10/23:40,500165,495424,9.531536109963592e+19,9.269505028304021e+19,97.25090396095062
2025/12/10/23:50,500606,495865,9.540351819054775e+19,9.278320737395204e+19,97.25344424787123
2025/12/11/0:00,501047,496306,9.549167587497576e+19,9.287136505838005e+19,97.25597986150501
2025/12/11/0:10,501488,496747,9.557980805566798e+19,9.295949723907228e+19,97.2585100661956
2025/12/11/0:20,501929,497188,9.566795806148657e+19,9.304764724489087e+19,97.26103611941669
2025/12/11/0:30,502370,497629,9.575608011472703e+19,9.313576929813132e+19,97.26355672302347
2025/12/11/0:40,502812,498071,9.584437650346651e+19,9.32240656868708e+19,97.26607766445126
2025/12/11/0:50,503253,498512,9.593249842652578e+19,9.331218760993007e+19,97.26858899791651
2025/12/11/1:00,503694,498953,9.602063048223521e+19,9.340031966563951e+19,97.27109600985125
2025/12/11/1:10,504135,499394,9.610877585022853e+19,9.348846503363283e+19,97.27359880155058
2025/12/11/1:20,504239,499498,9.612955755393447e+19,9.350924673733876e+19,97.27418820675882
2025/12/11/1:30,504681,499940,9.621780709210998e+19,9.359749627551428e+19,97.27668828069707
2025/12/11/1:40,505122,500381,9.63058330224436e+19,9.36855222058479e+19,97.27917745544545
2025/12/11/1:50,505563,500822,9.63939130258009e+19,9.377360220920519e+19,97.28166360888955
2025/12/11/2:00,506004,501263,9.64819589056954e+19,9.38616480890997e+19,97.28414426249691
2025/12/11/2:10,506384,501643,9.655786940786065e+19,9.393755859126495e+19,97.28627937560687
2025/12/11/2:20,506825,502084,9.664598181141876e+19,9.402567099482305e+19,97.28875348205514
2025/12/11/2:30,507234,502493,9.672767683699415e+19,9.410736602039845e+19,97.29104336806159
2025/12/11/2:40,507637,502896,9.680823461309348e+19,9.418792379649778e+19,97.2932975928462
2025/12/11/2:50,508078,503337,9.68963484609113e+19,9.427603764431559e+19,97.29575896489767
2025/12/11/3:00,508519,503778,9.698449269241268e+19,9.436418187581697e+19,97.29821671088588
2025/12/11/3:10,508960,504219,9.707258629480848e+19,9.445227547821277e+19,97.30066858563153
2025/12/11/3:20,509401,504660,9.716071017921438e+19,9.454039936261867e+19,97.3031168547837
2025/12/11/3:30,509799,505058,9.724022340159557e+19,9.461991258499986e+19,97.30532209312807
2025/12/11/3:40,510240,505499,9.732834753114237e+19,9.470803671454666e+19,97.30776193877404
2025/12/11/3:50,510681,505940,9.74164594102611e+19,9.479614859366539e+19,97.31019703194048
2025/12/11/4:00,511122,506381,9.75045523225757e+19,9.488424150597999e+19,97.31262720131579
2025/12/11/4:10,511563,506822,9.759266597291593e+19,9.497235515632022e+19,97.31505355400077
2025/12/11/4:20,512005,507264,9.768099737742351e+19,9.50606865608278e+19,97.31748150925277
2025/12/11/4:30,512446,507705,9.776911554470838e+19,9.514880472811268e+19,97.31989923198448
2025/12/11/4:40,512887,508146,9.785726775224148e+19,9.523695693564577e+19,97.32231353195972
2025/12/11/4:50,513328,508587,9.794541551313215e+19,9.532510469653645e+19,97.3247233646741
2025/12/11/5:00,513769,509028,9.803355578012035e+19,9.541324496352464e+19,97.32712865942268
2025/12/11/5:10,514210,509469,9.812167377284999e+19,9.550136295625428e+19,97.32952902672484
2025/12/11/5:20,514652,509911,9.820995458528602e+19,9.558964376869031e+19,97.33192950993555
2025/12/11/5:30,515093,510352,9.829809398637366e+19,9.567778316977796e+19,97.33432184660778
2025/12/11/5:40,515534,510793,9.838626333278306e+19,9.576595251618736e+19,97.33671070753776
2025/12/11/5:50,515975,511234,9.847443290342334e+19,9.585412208682764e+19,97.33909529678073
2025/12/11/6:00,516416,511675,9.856256660255965e+19,9.594225578596395e+19,97.34147465217524
2025/12/11/6:10,516857,512116,9.865075831175673e+19,9.603044749516102e+19,97.34385131808619
2025/12/11/6:20,517299,512558,9.87391653017957e+19,9.611885448519999e+19,97.3462295244377
2025/12/11/6:30,517740,512999,9.882733961888745e+19,9.620702880229174e+19,97.34859723361923
2025/12/11/6:40,518181,513440,9.891550658813718e+19,9.629519577154147e+19,97.3509605248183
2025/12/11/6:50,518622,513881,9.900369250121695e+19,9.638338168462125e+19,97.35332011322356
2025/12/11/7:00,519063,514322,9.909186828896079e+19,9.647155747236508e+19,97.35567523163995
2025/12/11/7:10,519505,514764,9.918026503251214e+19,9.655995421591644e+19,97.35803204827418
2025/12/11/7:20,519946,515205,9.9268424492122e+19,9.664811367552629e+19,97.36037835797056
2025/12/11/7:30,520387,515646,9.935658497154841e+19,9.67362741549527e+19,97.36272053095821
2025/12/11/7:40,520828,516087,9.94447215990764e+19,9.68244107824807e+19,97.36505791915249
2025/12/11/7:50,521269,516528,9.953287933012287e+19,9.691256851352717e+19,97.36739172599954
2025/12/11/8:00,521710,516969,9.962106180381301e+19,9.700075098721731e+19,97.36972205560711
2025/12/11/8:10,522152,517411,9.970943401300815e+19,9.708912319641244e+19,97.37205326403331
2025/12/11/8:20,522593,517852,9.979759459378553e+19,9.717728377718982e+19,97.37437477600399
2025/12/11/8:30,523034,518293,9.988571258477371e+19,9.726540176817801e+19,97.37669107143644
2025/12/11/8:40,523475,518734,9.997384309140257e+19,9.735353227480687e+19,97.37900361177468
2025/12/11/8:50,523916,519175,1.000619699530372e+20,9.74416591364415e+19,97.38131198313853
2025/12/11/9:00,524117,519376,1.001021394250132e+20,9.748182860841748e+19,97.38236282296585
2025/12/11/9:10,524559,519818,1.001904978827888e+20,9.757018706619308e+19,97.38467132915022
2025/12/11/9:20,524757,520016,1.002300169047792e+20,9.760970608818353e+19,97.38570250957349
2025/12/11/9:30,525016,520275,1.002816599635585e+20,9.76613491469628e+19,97.38704882074359
2025/12/11/9:40,525457,520716,1.003697467432482e+20,9.774943592665247e+19,97.3893420063133
2025/12/11/9:50,525898,521157,1.004578176449041e+20,9.783750682830835e+19,97.39163075803825
2025/12/11/10:00,526340,521599,1.005461477084892e+20,9.792583689189347e+19,97.39392221749489
2025/12/11/10:10,526781,522040,1.006342881225696e+20,9.801397730597392e+19,97.39620474742739
2025/12/11/10:20,527222,522481,1.007224686700897e+20,9.810215785349402e+19,97.39848431914594
2025/12/11/10:30,527663,522922,1.008106452716335e+20,9.819033445503776e+19,97.40075980117447
2025/12/11/10:40,528104,523363,1.008988610538771e+20,9.82785502372814e+19,97.40303231451092
2025/12/11/10:50,528545,523804,1.009870962021495e+20,9.836678538555376e+19,97.40530135518449
2025/12/11/11:00,528987,524246,1.010754486493805e+20,9.845513783278482e+19,97.40756944281765
2025/12/11/11:10,529428,524687,1.011636444610889e+20,9.854333364449316e+19,97.4098295582821
2025/12/11/11:20,529869,525128,1.012518321380507e+20,9.863152132145496e+19,97.41208552846425
2025/12/11/11:30,530251,525510,1.013282014324479e+20,9.870789061585217e+19,97.41403599436967
2025/12/11/11:40,530692,525951,1.01416312489382e+20,9.879600167278625e+19,97.4162826942953
2025/12/11/11:50,531133,526392,1.015043907612606e+20,9.888407994466486e+19,97.41852465992461
2025/12/11/12:00,531575,526834,1.015927000993195e+20,9.897238928272379e+19,97.42076860440363
2025/12/11/12:10,532016,527275,1.016808506775376e+20,9.906053986094193e+19,97.4230046275817
2025/12/11/12:20,532414,527673,1.017604239347657e+20,9.914011311816996e+19,97.42501975200548
2025/12/11/12:30,532855,528114,1.018485547299936e+20,9.922824391339793e+19,97.42724791378504
2025/12/11/12:40,533296,528555,1.019367246928802e+20,9.931641387628449e+19,97.42947321047414
2025/12/11/12:50,533738,528997,1.020250712711252e+20,9.940476045452948e+19,97.43169910694559
2025/12/11/13:00,534179,529438,1.021131994210268e+20,9.949288860443114e+19,97.43391566276188
2025/12/11/13:10,534620,529879,1.022013554634727e+20,9.9581044646877e+19,97.43612909563394
2025/12/11/13:20,535061,530320,1.022895459730348e+20,9.966923515643911e+19,97.43833957647396
2025/12/11/13:30,535502,530761,1.023777147618017e+20,9.975740394520601e+19,97.4405457059749
2025/12/11/13:40,535943,531202,1.02465885860445e+20,9.984557504384929e+19,97.44274809650845
2025/12/11/13:50,536323,531582,1.025418520360796e+20,9.992154121948389e+19,97.44464258781504
2025/12/11/14:00,536666,531925,1.026104281528933e+20,9.999011733629757e+19,97.44635037221427
2025/12/11/14:10,537107,532366,1.026986046612641e+20,1.000782938446684e+20,97.44854292301399
2025/12/11/14:20,537485,532744,1.027741870457249e+20,1.001538762291292e+20,97.45041932033973
2025/12/11/14:30,537887,533146,1.028545873839694e+20,1.002342765673737e+20,97.45241230047061
2025/12/11/14:40,538328,533587,1.029427570125542e+20,1.003224461959585e+20,97.45459428847806
2025/12/11/14:50,538770,534029,1.030311341373898e+20,1.004108233207941e+20,97.45677766382579
2025/12/11/15:00,539211,534470,1.031193313309118e+20,1.004990205143161e+20,97.45895286288554
2025/12/11/15:10,539652,534911,1.032075069000745e+20,1.005871960834788e+20,97.46112381230884
2025/12/11/15:20,540093,535352,1.032956366226626e+20,1.006753258060669e+20,97.46328992949852
2025/12/11/15:30,540534,535793,1.033837778431772e+20,1.007634670265815e+20,97.46545263554746
2025/12/11/15:40,540976,536235,1.034721423176632e+20,1.008518315010675e+20,97.4676171209916
2025/12/11/15:50,541368,536627,1.03550478794851e+20,1.009301679782553e+20,97.46953288184507
2025/12/11/16:00,541809,537068,1.036385750052935e+20,1.010182641886978e+20,97.47168386244034
2025/12/11/16:10,542250,537509,1.037266593629721e+20,1.011063485463764e+20,97.47383090066903
2025/12/11/16:20,542691,537950,1.038147725138722e+20,1.011944616972765e+20,97.47597499551851
2025/12/11/16:30,543132,538391,1.039028987285357e+20,1.0128258791194e+20,97.47811577091635
2025/12/11/16:40,543574,538833,1.039911883906956e+20,1.013708775740999e+20,97.4802568783509
2025/12/11/16:50,544015,539274,1.040793492917532e+20,1.014590384751575e+20,97.4823912385823
2025/12/11/17:00,544456,539715,1.041675137470832e+20,1.015472029304875e+20,97.48452207186421
2025/12/11/17:10,544897,540156,1.042556695189502e+20,1.016353587023545e+20,97.48664909190438
2025/12/11/17:20,545338,540597,1.043438311547729e+20,1.017235203381772e+20,97.48877265900941
2025/12/11/17:30,545779,541038,1.04432023980584e+20,1.018117131639883e+20,97.49089339005546
2025/12/11/17:40,546221,541480,1.045204259099802e+20,1.019001150933845e+20,97.49301555769348
2025/12/11/17:50,546662,541921,1.046086251292039e+20,1.019883143126082e+20,97.49512928464617
2025/12/11/18:00,547103,542362,1.046967305051872e+20,1.020764196885915e+20,97.49723720697669
2025/12/11/18:10,547544,542803,1.047848735924183e+20,1.021645627758226e+20,97.49934248450026
2025/12/11/18:20,547985,543244,1.048730122108067e+20,1.02252701394211e+20,97.50144411669174
2025/12/11/18:30,548427,543686,1.049613270206136e+20,1.023410162040179e+20,97.50354640992572
2025/12/11/18:40,548868,544127,1.050494841936177e+20,1.02429173377022e+20,97.50564142536275
2025/12/11/18:50,549309,544568,1.051376426182155e+20,1.025173318016198e+20,97.50773295715713
2025/12/11/19:00,549750,545009,1.052258077627752e+20,1.026054969461795e+20,97.50982114339951
2025/12/11/19:10,550191,545450,1.053139256117405e+20,1.026936147951448e+20,97.51190471594803
2025/12/11/19:20,550528,545787,1.053812420682788e+20,1.027609312516831e+20,97.5134940856951
2025/12/11/19:30,550970,546229,1.054695962090253e+20,1.028492853924296e+20,97.51557708498036
2025/12/11/19:40,551411,546670,1.055577529298265e+20,1.029374421132308e+20,97.51765195462464
2025/12/11/19:50,551852,547111,1.056459104419567e+20,1.03025599625361e+20,97.51972338007788
2025/12/11/20:00,552293,547552,1.057340836062517e+20,1.031137727896559e+20,97.52179171821868
2025/12/11/20:10,552734,547993,1.05822209613892e+20,1.032018987972963e+20,97.52385550617748
2025/12/11/20:20,553175,548434,1.059103617633389e+20,1.032900509467432e+20,97.52591647033469
2025/12/11/20:30,553617,548876,1.059987567803651e+20,1.033784459637694e+20,97.52797967053036
2025/12/11/20:40,554058,549317,1.060869006203942e+20,1.034665898037985e+20,97.53003358447445
2025/12/11/20:50,554499,549758,1.061750219388309e+20,1.035547111222352e+20,97.53208356471515
2025/12/11/21:00,554940,550199,1.062631843234012e+20,1.036428735068055e+20,97.53413109791529
2025/12/11/21:10,555380,550639,1.06351169268997e+20,1.037308584524013e+20,97.53617112570893
2025/12/11/21:20,555822,551081,1.064395321851923e+20,1.038192213685966e+20,97.53821652275147
2025/12/11/21:30,556263,551522,1.065277228858854e+20,1.039074120692897e+20,97.54025455007366
2025/12/11/21:40,556704,551963,1.066158717143337e+20,1.03995560897738e+20,97.54228824051961
2025/12/11/21:50,557145,552404,1.067040346899174e+20,1.040837238733217e+20,97.5443188964594
2025/12/11/22:00,557586,552845,1.067921908519797e+20,1.04171880035384e+20,97.54634604301019
2025/12/11/22:10,558027,553286,1.068803593963797e+20,1.04260048579784e+20,97.54837012955959
2025/12/11/22:20,558469,553728,1.069687446847403e+20,1.043484338681446e+20,97.55039584289942
2025/12/11/22:30,558697,553956,1.070143142490761e+20,1.043940034324804e+20,97.55143895002969
2025/12/11/22:40,559138,554397,1.071025309112675e+20,1.044822200946718e+20,97.55345574534874
2025/12/11/22:50,559579,554838,1.071907598365157e+20,1.0457044901992e+20,97.55546950073671
2025/12/11/23:00,560020,555279,1.072789870958534e+20,1.046586762792577e+20,97.55747990586967
2025/12/11/23:10,560461,555720,1.073672303042104e+20,1.047469194876147e+20,97.55948736949681
2025/12/11/23:20,560808,556067,1.074366568574013e+20,1.048163460408056e+20,97.56106445114577
2025/12/11/23:30,561157,556416,1.075064413553051e+20,1.048861305387094e+20,97.56264761109925
2025/12/11/23:40,561598,556857,1.075945663039016e+20,1.049742554873059e+20,97.56464391594403
2025/12/11/23:50,562039,557298,1.07682736556084e+20,1.050624257394882e+20,97.56663797708096
2025/12/12/0:00,562480,557739,1.077708877529334e+20,1.051505769363377e+20,97.56862834552982
2025/12/12/0:10,562922,558181,1.078592919304434e+20,1.052389811138477e+20,97.57062115864296
2025/12/12/0:20,563363,558622,1.079474482958653e+20,1.053271374792695e+20,97.57260513521923
2025/12/12/0:30,563804,559063,1.080356862021277e+20,1.05415375385532e+20,97.57458770457265
2025/12/12/0:40,564245,559504,1.0812388134758e+20,1.055035705309843e+20,97.576566079632
2025/12/12/0:50,564632,559891,1.082012723459281e+20,1.055809615293324e+20,97.57829944160143
2025/12/12/1:00,565073,560332,1.082895062638909e+20,1.056691954472952e+20,97.58027263490308
2025/12/12/1:10,565327,560586,1.083402608826153e+20,1.057199500660195e+20,97.58140621478219
2025/12/12/1:20,565768,561027,1.084283302300307e+20,1.05808019413435e+20,97.58337068270191
2025/12/12/1:30,566042,561301,1.08482981504572e+20,1.058626706879763e+20,97.58458812594004
2025/12/12/1:40,566483,561742,1.08570949747215e+20,1.059506389306193e+20,97.58654518294576
2025/12/12/1:50,566924,562183,1.086590775419047e+20,1.06038766725309e+20,97.58850261214009
2025/12/12/2:00,567365,562624,1.087472453459801e+20,1.061269345293843e+20,97.59045775526619
2025/12/12/2:10,567807,563066,1.08835661685441e+20,1.062153508688453e+20,97.59241522859577
2025/12/12/2:20,568248,563507,1.089239141186633e+20,1.063036033020676e+20,97.59436590412911
2025/12/12/2:30,568689,563948,1.090121586575587e+20,1.06391847840963e+20,97.59631324719756
2025/12/12/2:40,569130,564389,1.091003898106302e+20,1.064800789940345e+20,97.59825714542004
2025/12/12/2:50,569571,564830,1.091886117824237e+20,1.06568300965828e+20,97.60019770027198
2025/12/12/3:00,570013,565272,1.092770139493371e+20,1.066567031327414e+20,97.60213907582566
2025/12/12/3:10,570454,565713,1.093652648486227e+20,1.06744954032027e+20,97.6040739989771
2025/12/12/3:20,570895,566154,1.09453480811252e+20,1.068331699946563e+20,97.60600503778009
2025/12/12/3:30,571336,566595,1.095416989527253e+20,1.069213881361296e+20,97.60793301395978
2025/12/12/3:40,571777,567036,1.096299055315558e+20,1.070095947149601e+20,97.60985763520385
2025/12/12/3:50,572218,567477,1.097180998059994e+20,1.070977889894037e+20,97.61177889406683
2025/12/12/4:00,572574,567833,1.097893255601649e+20,1.071690147435692e+20,97.61332825096937
2025/12/12/4:10,573015,568274,1.098775350638653e+20,1.072572242472696e+20,97.61524426710821
2025/12/12/4:20,573456,568715,1.099657661162696e+20,1.073454552996739e+20,97.61715767630338
2025/12/12/4:30,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
2025/12/12/4:40,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
2025/12/12/4:50,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
2025/12/12/5:00,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
2025/12/12/5:10,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
2025/12/12/5:20,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
2025/12/12/5:30,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
2025/12/12/5:40,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
2025/12/12/5:50,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
2025/12/12/6:00,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
2025/12/12/6:10,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
2025/12/12/6:20,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
2025/12/12/6:30,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
2025/12/12/6:40,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
2025/12/12/6:50,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
2025/12/12/7:00,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
2025/12/12/7:10,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
2025/12/12/7:20,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
2025/12/12/7:30,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
2025/12/12/7:40,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
2025/12/12/7:50,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
2025/12/12/8:00,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
2025/12/12/8:10,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
2025/12/12/8:20,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
2025/12/12/8:30,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
2025/12/12/8:40,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
2025/12/12/8:50,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
2025/12/12/9:00,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
2025/12/12/9:10,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
2025/12/12/9:20,573509,568768,1.09976372193039e+20,1.073560613764433e+20,97.6173874766515
