#cablenum, average light yield [p.e.], # of events over 10 p.e.
233, 47.3989, 355
234, 47.7357, 327
235, 37.5868, 294
236, 46.1639, 287
237, 49.3321, 328
238, 47.566, 335
239, 48.2404, 328
240, 59.0537, 535
241, 44.003, 325
242, 48.1114, 322
243, 46.9813, 331
244, 45.7116, 288
245, 48.634, 303
246, 49.9492, 340
247, 46.5818, 318
248, 42.1028, 281
249, 39.9514, 264
250, 42.3833, 290
251, 46.5493, 330
252, 44.4038, 330
253, 49.5151, 335
254, 64.4421, 480
255, 50.5754, 337
256, 44.1733, 310
257, 47.3777, 339
258, 44.5657, 327
259, 44.2051, 310
260, 55.0596, 321
261, 50.2898, 351
262, 49.8771, 294
263, 44.3662, 274
264, 50.2049, 298
265, 49.0152, 301
266, 46.116, 283
267, 67.4489, 383
268, 46.8401, 285
269, 46.5775, 280
270, 52.3236, 322
271, 54.0425, 326
272, 45.6578, 273
273, 48.1789, 308
274, 45.591, 300
275, 54.4913, 311
276, 48.4556, 295
277, 48.9762, 328
278, 46.4498, 298
279, 46.9867, 269
280, 44.4036, 304
281, 48.6619, 280
282, 52.6189, 302
283, 44.127, 269
284, 47.7189, 324
285, 45.7659, 288
286, 46.9631, 302
287, 48.2604, 316
288, 50.1121, 343
289, 43.0951, 302
290, 46.9537, 289
291, 51.611, 307
292, 49.0309, 299
293, 52.5895, 319
294, 66.9562, 410
295, 43.3807, 279
296, 47.1614, 271
297, 51.462, 333
298, 45.9557, 291
299, 48.34, 308
300, 45.4831, 308
301, 50.6576, 284
302, 46.0778, 284
303, 40.982, 279
304, 47.0278, 298
305, 51.1035, 264
306, 49.2655, 293
307, 55.7503, 339
308, 51.2573, 304
309, 50.9383, 331
310, 50.0318, 293
311, 45.5035, 257
312, 49.9292, 295
313, 52.3564, 292
314, 46.7432, 277
315, 50.9967, 309
316, 46.2279, 272
317, 49.9843, 266
318, 44.1781, 261
319, 47.6513, 286
320, 52.0467, 320
321, 62.6178, 374
322, 49.2023, 308
323, 44.9015, 314
324, 45.8893, 299
325, 52.3012, 290
326, 46.1182, 276
327, 53.954, 287
328, 46.612, 250
329, 46.5027, 264
330, 47.7672, 264
331, 44.919, 262
332, 50.9556, 233
